dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,mapping_status
O*NET Database,31.0,technology,onet_software_skills,2.E.9.e|Intrax ProcedureNet,Intrax ProcedureNet,Compliance software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Intrusion detection system IDS,Intrusion detection system IDS,Network security or virtual private network VPN management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Intrusion prevention system IPS,Intrusion prevention system IPS,Network security or virtual private network VPN management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Intuit Lacerte,Intuit Lacerte,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Intuit ProSeries,Intuit ProSeries,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Intuit QuickBooks,Intuit QuickBooks,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Intuit TurboTax,Intuit TurboTax,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.f|Inventory control software,Inventory control software,Inventory management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.f|Inventory management systems,Inventory management systems,Inventory management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.p|InVision software,InVision software,Process mapping and design software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.f|Invoice software,Invoice software,Billing and invoicing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|IONA Orbix,IONA Orbix,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|IpFilter,IpFilter,Network security and virtual private network VPN equipment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|IpTables,IpTables,Network security and virtual private network VPN equipment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|Iron Mountain Accutrac records management software,Iron Mountain Accutrac records management software,Document management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Isograph Markov,Isograph Markov,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|ISS RealSecure,ISS RealSecure,Network security or virtual private network VPN management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|J,J,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|JamBoard,JamBoard,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|JavaScript,JavaScript,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|JavaScript framework software,JavaScript framework software,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|JavaScript Object Notation JSON,JavaScript Object Notation JSON,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Jekyll,Jekyll,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Jenkins CI,Jenkins CI,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|JetBrains PhpStorm,JetBrains PhpStorm,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|JFrog Artifactory,JFrog Artifactory,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|JHDL,JHDL,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.e|Jitterbit,Jitterbit,Cloud-based management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Job control language JCL,Job control language JCL,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Job posting software,Job posting software,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|jQuery,jQuery,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Julia,Julia,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|Juniper Networks NetScreen-Security Manager,Juniper Networks NetScreen-Security Manager,Network security and virtual private network VPN equipment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|JUnit,JUnit,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Jupyter Notebook,Jupyter Notebook,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Jupyter software,Jupyter software,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Kali Linux,Kali Linux,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Kalido Information Engine,Kalido Information Engine,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Kanoodle,Kanoodle,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Kapwing,Kapwing,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Keras,Keras,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Keysight Technologies Advanced Design System,Keysight Technologies Advanced Design System,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Keystroke monitoring software,Keystroke monitoring software,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Kirix ProffiPoint,Kirix ProffiPoint,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|KornShell,KornShell,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Kotlin,Kotlin,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|KPB Associates TaxStream,KPB Associates TaxStream,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Kronos Workforce HR,Kronos Workforce HR,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.e|Kronos Workforce Payroll,Kronos Workforce Payroll,Time accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.e|Kronos Workforce Timekeeper,Kronos Workforce Timekeeper,Time accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Kubeflow,Kubeflow,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|Kubernetes,Kubernetes,Application server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Arbitration/Appeals Manager module,LaborSoft LaborForce Arbitration/Appeals Manager module,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Discipline Manager module,LaborSoft LaborForce Discipline Manager module,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce EEO Claims Manager module,LaborSoft LaborForce EEO Claims Manager module,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Grievance Manager module,LaborSoft LaborForce Grievance Manager module,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Incident Tracking module,LaborSoft LaborForce Incident Tracking module,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Personnel Manager module,LaborSoft LaborForce Personnel Manager module,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|LaborSoft LaborForce Reporting/Dashboard Manager module,LaborSoft LaborForce Reporting/Dashboard Manager module,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Ladder Logic,Ladder Logic,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Lambda Research OSLO,Lambda Research OSLO,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|LAMP Stack,LAMP Stack,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Language arts educational software,Language arts educational software,Computer based training software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|Laserfiche software,Laserfiche software,Document management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Lawson ERP,Lawson ERP,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Lawson Human Resource Management,Lawson Human Resource Management,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Lead Activity Analyzer,Lead Activity Analyzer,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Lead Business Analyzer,Lead Business Analyzer,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|LeonardoMD Renaissance,LeonardoMD Renaissance,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|LexisNexis,LexisNexis,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Lexrotech LxPediatric,Lexrotech LxPediatric,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.k|LibreOffice,LibreOffice,Office suite software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Life cycle cost software,Life cycle cost software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Link encryption software,Link encryption software,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.g|LinkedIn,LinkedIn,Web page creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|LinkedIn,LinkedIn,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Linux,Linux,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|List processing language LISP,List processing language LISP,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Load testing software,Load testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.12.e|Local area network LAN software,Local area network LAN software,LAN software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Logic programming software,Logic programming software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Logic synthesis software,Logic synthesis software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Logisuite Enterprise,Logisuite Enterprise,Materials requirements planning logistics and supply chain software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Logisuite Forwarder,Logisuite Forwarder,Materials requirements planning logistics and supply chain software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.k|LogiXML Ad-HOC,LogiXML Ad-HOC,Desktop publishing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.b|LogMeIn GoToMeeting,LogMeIn GoToMeeting,Video conferencing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.c|LogMeIn GoToWebinar,LogMeIn GoToWebinar,Network conferencing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Loom,Loom,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.e|Lumigent Entegra,Lumigent Entegra,Compliance software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Luxology Modo,Luxology Modo,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Luxrender,Luxrender,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Magellan Firmware,Magellan Firmware,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|MAGIC,MAGIC,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|MagicTracer,MagicTracer,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|MAGMA MAGMASOFT,MAGMA MAGMASOFT,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Main Injector Neutrino Oscillation Search MINOS software,Main Injector Neutrino Oscillation Search MINOS software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Main Sequence Technologies PCRecruiter,Main Sequence Technologies PCRecruiter,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Main Sequence Technologies PCRecruiter Resume Inhaler,Main Sequence Technologies PCRecruiter Resume Inhaler,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Majestic SEO,Majestic SEO,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Management information systems MIS,Management information systems MIS,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.f|Manhattan Associates PkMS Pickticket,Manhattan Associates PkMS Pickticket,Inventory management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.a|Map Maker,Map Maker,Categorization or classification software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Maplesoft Maple,Maplesoft Maple,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|MapR Converged Data Platform,MapR Converged Data Platform,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|MapReduce big data software,MapReduce big data software,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|MariaDB,MariaDB,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.l|Marketo Marketing Automation,Marketo Marketing Automation,Sales and marketing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|MarkLogic,MarkLogic,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Massive Jet,Massive Jet,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Materials requirement planning MRP software,Materials requirement planning MRP software,Materials requirements planning logistics and supply chain software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Math educational software,Math educational software,Computer based training software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Mathematical software,Mathematical software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Mathsoft Mathcad,Mathsoft Mathcad,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|MathWorks Simulink,MathWorks Simulink,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Matrix calculation software,Matrix calculation software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Maxon BodyPaint 3D,Maxon BodyPaint 3D,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Maxon Cinema 4D,Maxon Cinema 4D,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|MaxScript,MaxScript,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Maya Embedded Language MEL,Maya Embedded Language MEL,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Maya HTT I-DEAS,Maya HTT I-DEAS,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|MAYA Nastran,MAYA Nastran,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Mayer-Johnson Boardmaker,Mayer-Johnson Boardmaker,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|McAfee,McAfee,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.o|McAfee Enterprise Security Manager,McAfee Enterprise Security Manager,Risk management data and analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|McAfee VirusScan,McAfee VirusScan,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.h|MD Synergy Medical Appointment Scheduling,MD Synergy Medical Appointment Scheduling,Calendar and scheduling software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Mean time between failures MBTF software,Mean time between failures MBTF software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Mean time to failure MTTF software,Mean time to failure MTTF software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Mediasoft mediOFFICE,Mediasoft mediOFFICE,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Medical condition coding software,Medical condition coding software,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Medical procedure coding software,Medical procedure coding software,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|MedicWare EMR,MedicWare EMR,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|MediGraph,MediGraph,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|MEDITECH software,MEDITECH software,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Medscribbler Enterprise,Medscribbler Enterprise,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|MedStar Systems DrWorks,MedStar Systems DrWorks,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Medstat/INFORUM,Medstat/INFORUM,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Mental Images Mental Ray,Mental Images Mental Ray,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.f|Mentimeter,Mentimeter,Presentation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Mentor Graphics software,Mentor Graphics software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Mesh generation software,Mesh generation software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Metasploit,Metasploit,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|MeteorJS,MeteorJS,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|MethodWare ProAudit Advisor,MethodWare ProAudit Advisor,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Metrix Imageware Surfacer,Metrix Imageware Surfacer,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Micosoft SQL Server Analysis Services SSAS,Micosoft SQL Server Analysis Services SSAS,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Micro Focus OpenView,Micro Focus OpenView,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Micro J Systems PcHunter,Micro J Systems PcHunter,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.a|MicroFocus GroupWise,MicroFocus GroupWise,Electronic mail software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|MicroFour PracticeStudio.NET EMR,MicroFour PracticeStudio.NET EMR,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Micronetics Xpert Write-up,Micronetics Xpert Write-up,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Micropact entellitrak Labor Relations Edition,Micropact entellitrak Labor Relations Edition,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|Microservices Architecture,Microservices Architecture,Application server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Microsoft .NET Framework,Microsoft .NET Framework,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Microsoft Access,Microsoft Access,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.d|Microsoft Active Directory,Microsoft Active Directory,Internet directory services software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Microsoft Active Server Pages ASP,Microsoft Active Server Pages ASP,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Microsoft ActiveX,Microsoft ActiveX,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Microsoft ASP.NET,Microsoft ASP.NET,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Microsoft ASP.NET Core MVC,Microsoft ASP.NET Core MVC,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Microsoft Azure DevOps Services,Microsoft Azure DevOps Services,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Microsoft Azure Sentinel,Microsoft Azure Sentinel,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Microsoft Azure software,Microsoft Azure software,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Microsoft Bing,Microsoft Bing,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Microsoft Business Intelligence BI,Microsoft Business Intelligence BI,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Microsoft Commerce Server,Microsoft Commerce Server,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Microsoft Defender Antivirus,Microsoft Defender Antivirus,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.c|Microsoft DirectX,Microsoft DirectX,Device drivers or system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Microsoft Dynamics,Microsoft Dynamics,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.c|Microsoft Dynamics,Microsoft Dynamics,Customer relationship management CRM software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Microsoft Dynamics GP,Microsoft Dynamics GP,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Microsoft Dynamics NAV,Microsoft Dynamics NAV,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Microsoft Dynamics SL,Microsoft Dynamics SL,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Microsoft ESP SDK,Microsoft ESP SDK,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.i|Microsoft Excel,Microsoft Excel,Spreadsheet software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.a|Microsoft Exchange,Microsoft Exchange,Electronic mail software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Microsoft Expression Design,Microsoft Expression Design,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Microsoft FRx,Microsoft FRx,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Microsoft Hyper-V Server,Microsoft Hyper-V Server,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.e|Microsoft Internet Explorer,Microsoft Internet Explorer,Internet browser software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.l|Microsoft Internet Information Services (IIS),Microsoft Internet Information Services (IIS),Transaction server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.k|Microsoft Office software,Microsoft Office software,Office suite software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.d|Microsoft OneNote,Microsoft OneNote,Word processing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.a|Microsoft Outlook,Microsoft Outlook,Electronic mail software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Microsoft Power Automate,Microsoft Power Automate,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Microsoft Power BI,Microsoft Power BI,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Microsoft Power Platform software,Microsoft Power Platform software,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.f|Microsoft PowerPoint,Microsoft PowerPoint,Presentation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Microsoft PowerShell,Microsoft PowerShell,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|Microsoft Proclarity,Microsoft Proclarity,Data base reporting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.e|Microsoft Project,Microsoft Project,Project management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.k|Microsoft Publisher,Microsoft Publisher,Desktop publishing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Microsoft Security Esssentials,Microsoft Security Esssentials,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|Microsoft SharePoint,Microsoft SharePoint,Document management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Microsoft Silverlight,Microsoft Silverlight,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Microsoft SQL Server,Microsoft SQL Server,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Microsoft SQL Server Integration Services SSIS,Microsoft SQL Server Integration Services SSIS,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|Microsoft SQL Server Reporting Services SSRS,Microsoft SQL Server Reporting Services SSRS,Data base reporting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.e|Microsoft Team Foundation Server,Microsoft Team Foundation Server,Project management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.e|Microsoft Teams,Microsoft Teams,Project management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Microsoft transact-structural query language T-SQL,Microsoft transact-structural query language T-SQL,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.p|Microsoft Visio,Microsoft Visio,Process mapping and design software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Microsoft Visio,Microsoft Visio,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Microsoft Visual Basic,Microsoft Visual Basic,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Microsoft Visual Basic for Applications VBA,Microsoft Visual Basic for Applications VBA,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Microsoft Visual Basic Scripting Edition VBScript,Microsoft Visual Basic Scripting Edition VBScript,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Microsoft Visual Basic.NET,Microsoft Visual Basic.NET,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Microsoft Visual C# .NET,Microsoft Visual C# .NET,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.j|Microsoft Visual FoxPro,Microsoft Visual FoxPro,Object oriented data base management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Microsoft Visual InterDev,Microsoft Visual InterDev,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Microsoft Visual SourceSafe,Microsoft Visual SourceSafe,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Microsoft Visual Studio,Microsoft Visual Studio,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Microsoft Windows,Microsoft Windows,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Microsoft Windows Server,Microsoft Windows Server,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.d|Microsoft Word,Microsoft Word,Word processing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.k|Microsoft Works,Microsoft Works,Office suite software,,pending
