dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,mapping_status
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Candidate screening software,Candidate screening software,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Candidate tracking software,Candidate tracking software,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Canu,Canu,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Canva,Canva,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Careerbuilder.com,Careerbuilder.com,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Cartesis ES Magnitude,Cartesis ES Magnitude,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Cartesis Magnitude iAnalysis,Cartesis Magnitude iAnalysis,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.e|Cartography software,Cartography software,Map creation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Casamba Smart,Casamba Smart,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Cascading style sheets CSS,Cascading style sheets CSS,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|CaseWare International IDEA,CaseWare International IDEA,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|CaseWare International IDEA SmartAnalyzer,CaseWare International IDEA SmartAnalyzer,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|CaseWare Working Papers,CaseWare Working Papers,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|CashFlow Guardian,CashFlow Guardian,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Catalog navigation software,Catalog navigation software,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|CCH ProSystem fx TAX,CCH ProSystem fx TAX,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|CCIS AccountAbility,CCIS AccountAbility,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Cebos MQ1 Audit System,Cebos MQ1 Audit System,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Cedaron Dexter Evaluation & Impairment Rating,Cedaron Dexter Evaluation & Impairment Rating,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Celsys RETAS,Celsys RETAS,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Ceridian Dayforce enterprise HCM,Ceridian Dayforce enterprise HCM,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Cerner Millennium,Cerner Millennium,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Chaos Group V-Ray,Chaos Group V-Ray,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Character Studio,Character Studio,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|ChartWare EMR,ChartWare EMR,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.g|Chatbot software,Chatbot software,Industrial control software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Check Point Next Generation Secure Web Gateway,Check Point Next Generation Secure Web Gateway,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Cheetah3D,Cheetah3D,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|Chef,Chef,Configuration management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Chip design software,Chip design software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.f|Choice Technologies PowerBill +,Choice Technologies PowerBill +,Billing and invoicing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Circuit simulation software,Circuit simulation software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Cisco IOS,Cisco IOS,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.c|Cisco Systems CiscoWorks,Cisco Systems CiscoWorks,Administration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.b|Cisco Webex,Cisco Webex,Video conferencing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.12.a|Citrix cloud computing software,Citrix cloud computing software,Access software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Clarity Systems IBM Clarity,Clarity Systems IBM Clarity,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.e|ClassApps SelectSurveyASP,ClassApps SelectSurveyASP,Project management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.f|Client billing software,Client billing software,Billing and invoicing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Clinicient Insight,Clinicient Insight,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Cloudera Impala,Cloudera Impala,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|CloverETL,CloverETL,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Cluen Encore,Cluen Encore,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Cluen executive recruitment software,Cluen executive recruitment software,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.b|Cluster server software,Cluster server software,Clustering software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|COATSsql,COATSsql,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Code libraries,Code libraries,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|CodeFutures dbShards,CodeFutures dbShards,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Coding database software,Coding database software,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Coglin Mill RODIN,Coglin Mill RODIN,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Collaborative Application Markup Language CAML,Collaborative Application Markup Language CAML,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.d|Collaborative editing software,Collaborative editing software,Word processing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|ComChart EMR,ComChart EMR,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Common business oriented language COBOL,Common business oriented language COBOL,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Common gateway interface CGI,Common gateway interface CGI,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Common Lisp Object System CLOS,Common Lisp Object System CLOS,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Compatibility testing software,Compatibility testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Component libraries,Component libraries,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Component object model COM software,Component object model COM software,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Component-based Scalable Logical Architecture CSLA,Component-based Scalable Logical Architecture CSLA,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Computational fluid dynamics CFD software,Computational fluid dynamics CFD software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Computer aided design and drafting CADD software,Computer aided design and drafting CADD software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Computer aided design and drafting software CADD,Computer aided design and drafting software CADD,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Computer Associates integrated data management system CA-IDMS,Computer Associates integrated data management system CA-IDMS,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Computer Associates Log Analyzer,Computer Associates Log Analyzer,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Computer drawing software,Computer drawing software,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.a|Computer forensic software,Computer forensic software,Filesystem software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.g|Computer numerical control CNC software,Computer numerical control CNC software,Industrial control software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Computer On-line Real-time Applications Language CORAL 66,Computer On-line Real-time Applications Language CORAL 66,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.a|Computerized indexing systems,Computerized indexing systems,Categorization or classification software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Concurrency control software,Concurrency control software,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Conductor Searchlight,Conductor Searchlight,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Conformance and validation testing software,Conformance and validation testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.g|Content management systems CMS,Content management systems CMS,Web page creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Corel CorelDraw Graphics Suite,Corel CorelDraw Graphics Suite,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Corel Painter,Corel Painter,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.k|Corel WordPerfect Office Suite,Corel WordPerfect Office Suite,Office suite software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.e|Corporate Responsibility System Technologies Limited Compliance Positioning System,Corporate Responsibility System Technologies Limited Compliance Positioning System,Compliance software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Cost accounting software,Cost accounting software,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.e|Cost estimating software,Cost estimating software,Project management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Cost estimating software,Cost estimating software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Couchbase Server,Couchbase Server,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|CPSI EHR System,CPSI EHR System,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Creative Solutions UltraTax 1040,Creative Solutions UltraTax 1040,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.d|Crick Software Clicker 4,Crick Software Clicker 4,Word processing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.b|CrossTec NetOp Remote Control,CrossTec NetOp Remote Control,Desktop communications software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|Cryptographic key management software,Cryptographic key management software,Network security and virtual private network VPN equipment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Crytek CryEngine,Crytek CryEngine,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.l|Customer information control system CICS,Customer information control system CICS,Transaction server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.c|Customer information databases,Customer information databases,Customer relationship management CRM software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|CVTracer,CVTracer,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.d|Cyber Records MediChart Express,Cyber Records MediChart Express,Voice recognition software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Cybermotion 3D Designer,Cybermotion 3D Designer,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|CYMA IV Accounting for Windows,CYMA IV Accounting for Windows,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Cytel LogXact,Cytel LogXact,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Cytel Software XLMiner,Cytel Software XLMiner,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|D'Arcangelo Galileo,D'Arcangelo Galileo,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Dassault Systemes Abaqus,Dassault Systemes Abaqus,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Dassault Systemes CATIA,Dassault Systemes CATIA,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Dassault Systemes SolidWorks,Dassault Systemes SolidWorks,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Data acquisition software,Data acquisition software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Data analysis software,Data analysis software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Data definition language DDL,Data definition language DDL,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Data dictionary software,Data dictionary software,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Data entry software,Data entry software,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Data extraction software,Data extraction software,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Data Frenzy,Data Frenzy,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Data manipulation language DML,Data manipulation language DML,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Data mapping software,Data mapping software,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Data modeling software,Data modeling software,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|Data Recovery Software SQL Server Data Recovery,Data Recovery Software SQL Server Data Recovery,Backup or archival software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Data transformation services DTS software,Data transformation services DTS software,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Data validation software,Data validation software,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Data warehouse software,Data warehouse software,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.g|Database capacity planning software,Database capacity planning software,Requirements analysis and system architecture software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|Database cloning software,Database cloning software,Backup or archival software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Database design software,Database design software,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Database management systems,Database management systems,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Database security software,Database security software,Network security or virtual private network VPN management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Database software,Database software,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Database testing software,Database testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Datavantage,Datavantage,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|DataVision,DataVision,Data base reporting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Dataxiom StatMost,Dataxiom StatMost,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|DAZ Productions Bryce,DAZ Productions Bryce,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|DAZ Productions Carrara,DAZ Productions Carrara,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|DBTools Software DBManager Professional,DBTools Software DBManager Professional,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Debugging software,Debugging software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.i|Decision support software,Decision support software,Expert system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Defect tracking software,Defect tracking software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Delphi Technology,Delphi Technology,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|Deployment software,Deployment software,Configuration management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Design of experiments DOE software,Design of experiments DOE software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|DGCC.com RecruitTrack,DGCC.com RecruitTrack,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.a|Diagramming software,Diagramming software,Pattern design software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.a|Diameter,Diameter,Authentication server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Digital analysis tests and statistics DATAS for Excel,Digital analysis tests and statistics DATAS for Excel,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Digital analysis tests and statistics DATAS for SAS,Digital analysis tests and statistics DATAS for SAS,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Digital Imaging Communications in Medicine DICOM medical imaging software,Digital Imaging Communications in Medicine DICOM medical imaging software,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Digital timing diagram editing software,Digital timing diagram editing software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.i|Digivey software (expert system feature),Digivey software (expert system feature),Expert system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.j|Digivey software (point of sale feature),Digivey software (point of sale feature),Point of sale POS software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Discrete event simulation software,Discrete event simulation software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Disk operating system DOS,Disk operating system DOS,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Distributed component object model DCOM software,Distributed component object model DCOM software,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Distributed database management software,Distributed database management software,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Django,Django,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|Docker,Docker,Application server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|Document management system software,Document management system software,Document management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Document Object Model DOM Scripting,Document Object Model DOM Scripting,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.d|Domain name system DNS,Domain name system DNS,Internet directory services software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|DOS shell script,DOS shell script,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.a|DRG grouping software,DRG grouping software,Categorization or classification software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.i|Dropbox,Dropbox,Cloud-based data access and sharing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Drupal,Drupal,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.j|Duxbury Braille Translator,Duxbury Braille Translator,Optical character reader OCR or scanning software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|DX Studio,DX Studio,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Dynamic analysis software,Dynamic analysis software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Dynamic hypertext markup language DHTML,Dynamic hypertext markup language DHTML,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Dynamic modeling software,Dynamic modeling software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Dynamic object-oriented requirements system DOORS,Dynamic object-oriented requirements system DOORS,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|E++ pattern language,E++ pattern language,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|e-MDs software,e-MDs software,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|e-MDs topsChart,e-MDs topsChart,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|e-on software Vue,e-on software Vue,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Eagle Point Site Design,Eagle Point Site Design,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|ECHIP,ECHIP,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|eClinicalWorks EHR software,eClinicalWorks EHR software,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Eclipse IDE,Eclipse IDE,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Eclipse Jersey,Eclipse Jersey,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.k|EGS FeatureCAM,EGS FeatureCAM,Computer aided manufacturing CAM software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|EHS CareRevolution,EHS CareRevolution,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Eiffel,Eiffel,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.b|Eko,Eko,Desktop communications software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Elasticsearch,Elasticsearch,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Electric Rain Swift 3D Xpress,Electric Rain Swift 3D Xpress,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Electromagnetic analysis software,Electromagnetic analysis software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Electronic breadboard software,Electronic breadboard software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Electronic design automation EDA software,Electronic design automation EDA software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Electronic engineering calculator,Electronic engineering calculator,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Electronic medical record EMR software,Electronic medical record EMR software,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Electronic medical record EMR systems,Electronic medical record EMR systems,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Elekta METRIQ,Elekta METRIQ,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.c|Element management software,Element management software,Administration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Ellucian Banner ERP,Ellucian Banner ERP,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Ellucian Banner Human Resources,Ellucian Banner Human Resources,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.a|Email software,Email software,Electronic mail software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.o|eMASS,eMASS,Risk management data and analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Embarcadero Delphi,Embarcadero Delphi,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Embarcadero ER/Studio XE,Embarcadero ER/Studio XE,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Embarcadero JBuilder,Embarcadero JBuilder,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Embarcadero Technologies DBArtisan,Embarcadero Technologies DBArtisan,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Embedded systems development software,Embedded systems development software,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Embedded systems testing software,Embedded systems testing software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|EMC NetWorker,EMC NetWorker,Backup or archival software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|eMDs Practice Partner,eMDs Practice Partner,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.a|Emerald Software Group Emerald Green Office,Emerald Software Group Emerald Green Office,Content workflow software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Encoded archival system EAD,Encoded archival system EAD,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Encoder software,Encoder software,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Encryption software,Encryption software,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|End-to-end encryption software,End-to-end encryption software,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|EndoSoft,EndoSoft,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Enterprise application integration EAI software,Enterprise application integration EAI software,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Enterprise JavaBeans,Enterprise JavaBeans,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Entity Management Software,Entity Management Software,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Epic Systems,Epic Systems,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|eQuest,eQuest,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.e|ESRI ArcGIS software,ESRI ArcGIS software,Map creation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.h|ESRI ArcGIS software,ESRI ArcGIS software,Geographic information system,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.h|ESRI ArcInfo,ESRI ArcInfo,Geographic information system,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.h|ESRI ArcLogistics,ESRI ArcLogistics,Geographic information system,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.h|ESRI ArcView,ESRI ArcView,Geographic information system,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Estate planning software,Estate planning software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|ETA Dynaform,ETA Dynaform,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.h|ETAP,ETAP,Geographic information system,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Ethereal,Ethereal,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Event-driven State-machines Programming,Event-driven State-machines Programming,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.d|Evernote,Evernote,Word processing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Evron Computer Systems SAGE PFW (Platinum For Windows),Evron Computer Systems SAGE PFW (Platinum For Windows),Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Exact Software Macola ES,Exact Software Macola ES,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.d|Exercise routine creation software,Exercise routine creation software,Word processing software,,pending
