career_name,onet_soc_code,onet_title,source_domain,concept_type,external_skill_id,technology_name,software_category_id,software_category_name,hot_technology,in_demand,score_eligible
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.1.k|Microsoft Office software,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.16.a|Microsoft Outlook,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,Y,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.6.m|Microsoft Power BI,Microsoft Power BI,2.E.6.m,Business intelligence and data analysis software,Y,Y,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.4.f|Microsoft PowerPoint,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.1.e|Microsoft Project,Microsoft Project,2.E.1.e,Project management software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.5.b|Microsoft SharePoint,Microsoft SharePoint,2.E.5.b,Document management software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.6.f|Microsoft SQL Server,Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.1.p|Microsoft Visio,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.7.b|Microsoft Visual Basic,Microsoft Visual Basic,2.E.7.b,Development environment software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.7.b|Microsoft Visual Basic for Applications VBA,Microsoft Visual Basic for Applications VBA,2.E.7.b,Development environment software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.13.c|Microsoft Windows,Microsoft Windows,2.E.13.c,Operating system software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.4.d|Microsoft Word,Microsoft Word,2.E.4.d,Word processing software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.6.m|MicroStrategy,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.9.d|Minitab,Minitab,2.E.9.d,Analytical or scientific software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.9.d|Optimization software,Optimization software,2.E.9.d,Analytical or scientific software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.6.m|Oracle Business Intelligence Enterprise Edition,Oracle Business Intelligence Enterprise Edition,2.E.6.m,Business intelligence and data analysis software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.2.d|Oracle E-Business Suite Financials,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.1.d|Oracle E-Business Suite Logistics,Oracle E-Business Suite Logistics,2.E.1.d,Materials requirements planning logistics and supply chain software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.2.b|Oracle Hyperion,Oracle Hyperion,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.2.b|Oracle JD Edwards EnterpriseOne,Oracle JD Edwards EnterpriseOne,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.2.b|Oracle PeopleSoft,Oracle PeopleSoft,2.E.2.b,Enterprise resource planning ERP software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.2.b|Oracle PeopleSoft Financials,Oracle PeopleSoft Financials,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.1.e|Oracle Primavera Enterprise Project Portfolio Management,Oracle Primavera Enterprise Project Portfolio Management,2.E.1.e,Project management software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.6.m|Qlik Tech QlikView,Qlik Tech QlikView,2.E.6.m,Business intelligence and data analysis software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.6.e|Reporting software,Reporting software,2.E.6.e,Data base reporting software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.2.b|SAP Business Objects,SAP Business Objects,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.6.e|SAP Crystal Reports,SAP Crystal Reports,2.E.6.e,Data base reporting software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.2.b|SAP software,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,Y,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.9.d|StataCorp Stata,StataCorp Stata,2.E.9.d,Analytical or scientific software,N,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.6.f|Structured query language SQL,Structured query language SQL,2.E.6.f,Data base user interface and query software,Y,Y,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.6.m|Tableau,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,Y,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.9.d|The MathWorks MATLAB,The MathWorks MATLAB,2.E.9.d,Analytical or scientific software,Y,N,true
Supply Chain Analyst,13-1081.02,Logistics Analysts,onet_software_skills,technology,2.E.1.d|Warehouse management system WMS,Warehouse management system WMS,2.E.1.d,Materials requirements planning logistics and supply chain software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.d|3M Post-it App,3M Post-it App,2.E.4.d,Word processing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.5.b|Adobe Acrobat,Adobe Acrobat,2.E.5.b,Document management software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Adobe ActionScript,Adobe ActionScript,2.E.7.b,Development environment software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.g|Adobe Dreamweaver,Adobe Dreamweaver,2.E.4.g,Web page creation and editing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.k|Adobe InDesign,Adobe InDesign,2.E.4.k,Desktop publishing software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.c|ADP Workforce Now,ADP Workforce Now,2.E.1.c,Human resources software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|Advanced business application programming ABAP,Advanced business application programming ABAP,2.E.7.e,Object or component oriented development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Airtable,Airtable,2.E.6.f,Data base user interface and query software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|AJAX,AJAX,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.m|Alteryx software,Alteryx software,2.E.6.m,Business intelligence and data analysis software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Amazon Elastic Compute Cloud EC2,Amazon Elastic Compute Cloud EC2,2.E.6.f,Data base user interface and query software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Amazon Redshift,Amazon Redshift,2.E.6.f,Data base user interface and query software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Amazon Web Services AWS software,Amazon Web Services AWS software,2.E.6.f,Data base user interface and query software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.i|Ansible software,Ansible software,2.E.1.i,Expert system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Apache Ant,Apache Ant,2.E.7.b,Development environment software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|Apache Cassandra,Apache Cassandra,2.E.6.d,Data base management system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|Apache Groovy,Apache Groovy,2.E.7.e,Object or component oriented development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|Apache Hadoop,Apache Hadoop,2.E.6.d,Data base management system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|Apache Hive,Apache Hive,2.E.6.d,Data base management system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.k|Apache HTTP Server,Apache HTTP Server,2.E.6.k,Portal server software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Apache Kafka,Apache Kafka,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Apache Maven,Apache Maven,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|Apache Pig,Apache Pig,2.E.6.d,Data base management system software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|Apache Solr,Apache Solr,2.E.6.d,Data base management system software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.m|Apache Spark,Apache Spark,2.E.6.m,Business intelligence and data analysis software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Apache Struts,Apache Struts,2.E.7.h,Web platform development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.5.c|Apache Subversion SVN,Apache Subversion SVN,2.E.5.c,File versioning software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Apache Tomcat,Apache Tomcat,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|Apple macOS,Apple macOS,2.E.13.c,Operating system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.c|Atlassian Bamboo,Atlassian Bamboo,2.E.7.c,Enterprise application integration software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.e|Atlassian Confluence,Atlassian Confluence,2.E.1.e,Project management software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.5.a|Atlassian JIRA,Atlassian JIRA,2.E.5.a,Content workflow software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Backbone.js,Backbone.js,2.E.7.h,Web platform development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|Bash,Bash,2.E.13.c,Operating system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.c|Blackbaud The Raiser's Edge,Blackbaud The Raiser's Edge,2.E.6.c,Customer relationship management CRM software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Blackboard software,Blackboard software,2.E.6.f,Data base user interface and query software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|C,C,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|C#,C#,2.E.7.e,Object or component oriented development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|C++,C++,2.E.7.e,Object or component oriented development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Cascading style sheets CSS,Cascading style sheets CSS,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.c|Ceridian Dayforce enterprise HCM,Ceridian Dayforce enterprise HCM,2.E.1.c,Human resources software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.a|Chef,Chef,2.E.7.a,Configuration management software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.16.b|Cisco Webex,Cisco Webex,2.E.16.b,Video conferencing software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.12.a|Citrix cloud computing software,Citrix cloud computing software,2.E.12.a,Access software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Common business oriented language COBOL,Common business oriented language COBOL,2.E.7.b,Development environment software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.l|Customer information control system CICS,Customer information control system CICS,2.E.6.l,Transaction server software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Database software,Database software,2.E.6.f,Data base user interface and query software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.d|Delphi Technology,Delphi Technology,2.E.2.d,Financial analysis software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.16.i|Dropbox,Dropbox,2.E.16.i,Cloud-based data access and sharing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Drupal,Drupal,2.E.7.h,Web platform development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Dynamic hypertext markup language DHTML,Dynamic hypertext markup language DHTML,2.E.7.h,Web platform development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Eclipse IDE,Eclipse IDE,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.10.b|Eko,Eko,2.E.10.b,Desktop communications software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.d|Elasticsearch,Elasticsearch,2.E.6.d,Data base management system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Enterprise JavaBeans,Enterprise JavaBeans,2.E.7.h,Web platform development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.i|Epic Systems,Epic Systems,2.E.9.i,Medical software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.8.h|ESRI ArcGIS software,ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Ext JS,Ext JS,2.E.7.h,Web platform development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Extensible hypertext markup language XHTML,Extensible hypertext markup language XHTML,2.E.7.h,Web platform development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.c|Extensible markup language XML,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|FileMaker Pro,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.a|Fund accounting software,Fund accounting software,2.E.2.a,Accounting software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.8.h|Geographic information system GIS software,Geographic information system GIS software,2.E.8.h,Geographic information system,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.5.c|Git,Git,2.E.5.c,File versioning software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.10.a|GitHub,GitHub,2.E.10.a,Application server software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Go,Go,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.g|Google Analytics,Google Analytics,2.E.6.g,Data mining software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Google Angular,Google Angular,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.d|Google Docs,Google Docs,2.E.4.d,Word processing software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.16.i|Google Drive,Google Drive,2.E.16.i,Cloud-based data access and sharing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.16.b|Google Meet,Google Meet,2.E.16.b,Video conferencing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.f|Google Slides,Google Slides,2.E.4.f,Presentation software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.i|Healthcare common procedure coding system HCPCS,Healthcare common procedure coding system HCPCS,2.E.9.i,Medical software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|Hewlett Packard HP-UX,Hewlett Packard HP-UX,2.E.13.c,Operating system software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.f|Hewlett Packard LoadRunner,Hewlett Packard LoadRunner,2.E.7.f,Program testing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.j|Hibernate ORM,Hibernate ORM,2.E.6.j,Object oriented data base management software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.c|Human resource management software HRMS,Human resource management software HRMS,2.E.1.c,Human resources software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Hypertext markup language HTML,Hypertext markup language HTML,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.m|IBM Cognos Impromptu,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|IBM Cognos ReportNet,IBM Cognos ReportNet,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.12.b|IBM Domino,IBM Domino,2.E.12.b,Communications server software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.c|IBM InfoSphere DataStage,IBM InfoSphere DataStage,2.E.7.c,Enterprise application integration software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.16.a|IBM Notes,IBM Notes,2.E.16.a,Electronic mail software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.17.a|IBM Power Systems software,IBM Power Systems software,2.E.17.a,Enterprise system management software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.g|IBM Rational RequisitePro,IBM Rational RequisitePro,2.E.7.g,Requirements analysis and system architecture software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.d|IBM SPSS Statistics,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.11.e|IBM WebSphere,IBM WebSphere,2.E.11.e,Cloud-based management software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.e|Information Builders WebFOCUS,Information Builders WebFOCUS,2.E.6.e,Data base reporting software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Integrated development environment IDE software,Integrated development environment IDE software,2.E.7.b,Development environment software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|JavaScript,JavaScript,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|JavaScript Object Notation JSON,JavaScript Object Notation JSON,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|Job control language JCL,Job control language JCL,2.E.13.c,Operating system software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|jQuery,jQuery,2.E.7.e,Object or component oriented development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.f|JUnit,JUnit,2.E.7.f,Program testing software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|Jupyter Notebook,Jupyter Notebook,2.E.7.e,Object or component oriented development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|KornShell,KornShell,2.E.13.c,Operating system software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.h|LexisNexis,LexisNexis,2.E.6.h,Information retrieval or search software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.g|LinkedIn,LinkedIn,2.E.4.g,Web page creation and editing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.13.c|Linux,Linux,2.E.13.c,Operating system software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.16.b|LogMeIn GoToMeeting,LogMeIn GoToMeeting,2.E.16.b,Video conferencing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.l|Marketo Marketing Automation,Marketo Marketing Automation,2.E.1.l,Sales and marketing software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.14.d|McAfee,McAfee,2.E.14.d,Transaction security and virus protection software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.i|Medical condition coding software,Medical condition coding software,2.E.9.i,Medical software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.i|Medical procedure coding software,Medical procedure coding software,2.E.9.i,Medical software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.9.i|MEDITECH software,MEDITECH software,2.E.9.i,Medical software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.f|Mentimeter,Mentimeter,2.E.4.f,Presentation software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.16.a|MicroFocus GroupWise,MicroFocus GroupWise,2.E.16.a,Electronic mail software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Microsoft .NET Framework,Microsoft .NET Framework,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Microsoft Access,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Microsoft Active Server Pages ASP,Microsoft Active Server Pages ASP,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.e|Microsoft ActiveX,Microsoft ActiveX,2.E.7.e,Object or component oriented development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Microsoft ASP.NET,Microsoft ASP.NET,2.E.7.h,Web platform development software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.h|Microsoft ASP.NET Core MVC,Microsoft ASP.NET Core MVC,2.E.7.h,Web platform development software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Microsoft Azure software,Microsoft Azure software,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|Microsoft Business Intelligence BI,Microsoft Business Intelligence BI,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|Microsoft Dynamics,Microsoft Dynamics,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.2.b|Microsoft Dynamics GP,Microsoft Dynamics GP,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.i|Microsoft Excel,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.16.a|Microsoft Exchange,Microsoft Exchange,2.E.16.a,Electronic mail software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.k|Microsoft Office software,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.d|Microsoft OneNote,Microsoft OneNote,2.E.4.d,Word processing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.16.a|Microsoft Outlook,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.m|Microsoft Power BI,Microsoft Power BI,2.E.6.m,Business intelligence and data analysis software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.f|Microsoft PowerPoint,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.b|Microsoft PowerShell,Microsoft PowerShell,2.E.7.b,Development environment software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.e|Microsoft Project,Microsoft Project,2.E.1.e,Project management software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.4.k|Microsoft Publisher,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.5.b|Microsoft SharePoint,Microsoft SharePoint,2.E.5.b,Document management software,Y,Y,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.f|Microsoft SQL Server,Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.7.c|Microsoft SQL Server Integration Services SSIS,Microsoft SQL Server Integration Services SSIS,2.E.7.c,Enterprise application integration software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.6.e|Microsoft SQL Server Reporting Services SSRS,Microsoft SQL Server Reporting Services SSRS,2.E.6.e,Data base reporting software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.e|Microsoft Team Foundation Server,Microsoft Team Foundation Server,2.E.1.e,Project management software,Y,N,true
Management Consultant,13-1111.00,Management Analysts,onet_software_skills,technology,2.E.1.e|Microsoft Teams,Microsoft Teams,2.E.1.e,Project management software,Y,N,true
