career_name,onet_soc_code,onet_title,source_domain,concept_type,external_skill_id,technology_name,software_category_id,software_category_name,hot_technology,in_demand,score_eligible
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.5.b|Adobe Acrobat,Adobe Acrobat,2.E.5.b,Document management software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.5.b|Adobe Acrobat,Adobe Acrobat,2.E.5.b,Document management software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.b|Adobe Creative Cloud software,Adobe Creative Cloud software,2.E.4.b,Graphics or photo imaging software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.b|Adobe Creative Cloud software,Adobe Creative Cloud software,2.E.4.b,Graphics or photo imaging software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.g|Adobe Dreamweaver,Adobe Dreamweaver,2.E.4.g,Web page creation and editing software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.g|Adobe Dreamweaver,Adobe Dreamweaver,2.E.4.g,Web page creation and editing software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Adobe Human Capital Application Solution Accelerator,Adobe Human Capital Application Solution Accelerator,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Adobe Human Capital Application Solution Accelerator,Adobe Human Capital Application Solution Accelerator,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.b|Adobe Illustrator,Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.b|Adobe Illustrator,Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.k|Adobe InDesign,Adobe InDesign,2.E.4.k,Desktop publishing software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.k|Adobe InDesign,Adobe InDesign,2.E.4.k,Desktop publishing software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.5.b|Adobe LifeCycle Enterprise Suite,Adobe LifeCycle Enterprise Suite,2.E.5.b,Document management software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.5.b|Adobe LifeCycle Enterprise Suite,Adobe LifeCycle Enterprise Suite,2.E.5.b,Document management software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.b|Adobe Photoshop,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.b|Adobe Photoshop,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|ADP Workforce Now,ADP Workforce Now,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|ADP Workforce Now,ADP Workforce Now,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.e|Advanced business application programming ABAP,Advanced business application programming ABAP,2.E.7.e,Object or component oriented development software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.e|Advanced business application programming ABAP,Advanced business application programming ABAP,2.E.7.e,Object or component oriented development software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Airtable,Airtable,2.E.6.f,Data base user interface and query software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Airtable,Airtable,2.E.6.f,Data base user interface and query software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.c|Apple Final Cut Pro,Apple Final Cut Pro,2.E.4.c,Video creation and editing software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.c|Apple Final Cut Pro,Apple Final Cut Pro,2.E.4.c,Video creation and editing software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.13.c|Apple macOS,Apple macOS,2.E.13.c,Operating system software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.13.c|Apple macOS,Apple macOS,2.E.13.c,Operating system software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Applicant tracking software,Applicant tracking software,2.E.1.c,Human resources software,N,Y,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Applicant tracking software,Applicant tracking software,2.E.1.c,Human resources software,N,Y,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|ApplicantPro iApplicants,ApplicantPro iApplicants,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|ApplicantPro iApplicants,ApplicantPro iApplicants,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Arbita OnePost,Arbita OnePost,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Arbita OnePost,Arbita OnePost,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Arbita OneWorld,Arbita OneWorld,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Arbita OneWorld,Arbita OneWorld,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.9.d|Assessment software,Assessment software,2.E.9.d,Analytical or scientific software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.9.d|Assessment software,Assessment software,2.E.9.d,Analytical or scientific software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|AST Staff Matrix,AST Staff Matrix,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|AST Staff Matrix,AST Staff Matrix,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Background checking software,Background checking software,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Background checking software,Background checking software,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.c|Blackbaud The Raiser's Edge,Blackbaud The Raiser's Edge,2.E.6.c,Customer relationship management CRM software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.c|Blackbaud The Raiser's Edge,Blackbaud The Raiser's Edge,2.E.6.c,Customer relationship management CRM software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Blackboard software,Blackboard software,2.E.6.f,Data base user interface and query software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Blackboard software,Blackboard software,2.E.6.f,Data base user interface and query software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Blackdog,Blackdog,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Blackdog,Blackdog,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|BlackDog Recruiting,BlackDog Recruiting,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|BlackDog Recruiting,BlackDog Recruiting,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Bond International Adapt Staffing,Bond International Adapt Staffing,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Bond International Adapt Staffing,Bond International Adapt Staffing,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Bond International Software Bond StaffSuite,Bond International Software Bond StaffSuite,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Bond International Software Bond StaffSuite,Bond International Software Bond StaffSuite,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|BrightMove Applicant Tracking System,BrightMove Applicant Tracking System,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|BrightMove Applicant Tracking System,BrightMove Applicant Tracking System,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Bullhorn Applicant Tracking System,Bullhorn Applicant Tracking System,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Bullhorn Applicant Tracking System,Bullhorn Applicant Tracking System,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Candidate screening software,Candidate screening software,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Candidate screening software,Candidate screening software,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Candidate tracking software,Candidate tracking software,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Candidate tracking software,Candidate tracking software,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Careerbuilder.com,Careerbuilder.com,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Careerbuilder.com,Careerbuilder.com,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.b|Cisco Webex,Cisco Webex,2.E.16.b,Video conferencing software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.b|Cisco Webex,Cisco Webex,2.E.16.b,Video conferencing software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Cluen Encore,Cluen Encore,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Cluen Encore,Cluen Encore,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Cluen executive recruitment software,Cluen executive recruitment software,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Cluen executive recruitment software,Cluen executive recruitment software,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|COATSsql,COATSsql,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|COATSsql,COATSsql,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|CVTracer,CVTracer,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|CVTracer,CVTracer,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Data entry software,Data entry software,2.E.6.f,Data base user interface and query software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Data entry software,Data entry software,2.E.6.f,Data base user interface and query software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Data Frenzy,Data Frenzy,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Data Frenzy,Data Frenzy,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Database software,Database software,2.E.6.f,Data base user interface and query software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Database software,Database software,2.E.6.f,Data base user interface and query software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|DGCC.com RecruitTrack,DGCC.com RecruitTrack,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|DGCC.com RecruitTrack,DGCC.com RecruitTrack,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.h|Drupal,Drupal,2.E.7.h,Web platform development software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.h|Drupal,Drupal,2.E.7.h,Web platform development software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Ellucian Banner Human Resources,Ellucian Banner Human Resources,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Ellucian Banner Human Resources,Ellucian Banner Human Resources,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.h|Enterprise JavaBeans,Enterprise JavaBeans,2.E.7.h,Web platform development software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.h|Enterprise JavaBeans,Enterprise JavaBeans,2.E.7.h,Web platform development software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|eQuest,eQuest,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|eQuest,eQuest,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.8.h|ESRI ArcGIS software,ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.8.h|ESRI ArcGIS software,ESRI ArcGIS software,2.E.8.h,Geographic information system,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.d|Evernote,Evernote,2.E.4.d,Word processing software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.d|Evernote,Evernote,2.E.4.d,Word processing software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.c|Extensible markup language XML,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.c|Extensible markup language XML,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.g|Facebook,Facebook,2.E.4.g,Web page creation and editing software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.g|Facebook,Facebook,2.E.4.g,Web page creation and editing software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.b|FaceTime,FaceTime,2.E.16.b,Video conferencing software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.b|FaceTime,FaceTime,2.E.16.b,Video conferencing software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|FileMaker Pro,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|FileMaker Pro,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.10.a|GitHub,GitHub,2.E.10.a,Application server software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.10.a|GitHub,GitHub,2.E.10.a,Application server software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|GoBackgrounds,GoBackgrounds,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|GoBackgrounds,GoBackgrounds,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Google,Google,2.E.6.f,Data base user interface and query software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Google,Google,2.E.6.f,Data base user interface and query software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.l|Google Ads,Google Ads,2.E.1.l,Sales and marketing software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.l|Google Ads,Google Ads,2.E.1.l,Sales and marketing software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.g|Google Analytics,Google Analytics,2.E.6.g,Data mining software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.g|Google Analytics,Google Analytics,2.E.6.g,Data mining software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.d|Google Docs,Google Docs,2.E.4.d,Word processing software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.d|Google Docs,Google Docs,2.E.4.d,Word processing software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.i|Google Drive,Google Drive,2.E.16.i,Cloud-based data access and sharing software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.i|Google Drive,Google Drive,2.E.16.i,Cloud-based data access and sharing software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.b|Google Meet,Google Meet,2.E.16.b,Video conferencing software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.b|Google Meet,Google Meet,2.E.16.b,Video conferencing software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.f|Google Slides,Google Slides,2.E.4.f,Presentation software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.f|Google Slides,Google Slides,2.E.4.f,Presentation software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|HireAbility ResumeParser,HireAbility ResumeParser,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|HireAbility ResumeParser,HireAbility ResumeParser,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|HireLogic PowerPlace,HireLogic PowerPlace,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|HireLogic PowerPlace,HireLogic PowerPlace,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|HRM Direct,HRM Direct,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|HRM Direct,HRM Direct,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Human resource information system (HRIS),Human resource information system (HRIS),2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Human resource information system (HRIS),Human resource information system (HRIS),2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Human resource management software HRMS,Human resource management software HRMS,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Human resource management software HRMS,Human resource management software HRMS,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.h|Hypertext markup language HTML,Hypertext markup language HTML,2.E.7.h,Web platform development software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.h|Hypertext markup language HTML,Hypertext markup language HTML,2.E.7.h,Web platform development software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.m|IBM Cognos Impromptu,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.m|IBM Cognos Impromptu,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.12.b|IBM Domino,IBM Domino,2.E.12.b,Communications server software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.12.b|IBM Domino,IBM Domino,2.E.12.b,Communications server software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.c|IBM InfoSphere DataStage,IBM InfoSphere DataStage,2.E.7.c,Enterprise application integration software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.c|IBM InfoSphere DataStage,IBM InfoSphere DataStage,2.E.7.c,Enterprise application integration software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.a|IBM Notes,IBM Notes,2.E.16.a,Electronic mail software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.a|IBM Notes,IBM Notes,2.E.16.a,Electronic mail software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.17.a|IBM Power Systems software,IBM Power Systems software,2.E.17.a,Enterprise system management software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.17.a|IBM Power Systems software,IBM Power Systems software,2.E.17.a,Enterprise system management software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.9.d|IBM SPSS Statistics,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.9.d|IBM SPSS Statistics,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|ICIMS,ICIMS,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|ICIMS,ICIMS,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Industrial Code Recruitpoint.net,Industrial Code Recruitpoint.net,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Industrial Code Recruitpoint.net,Industrial Code Recruitpoint.net,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Intelius,Intelius,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Intelius,Intelius,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Intelligent Algorithms InfoGIST Platinum Recruiter,Intelligent Algorithms InfoGIST Platinum Recruiter,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Intelligent Algorithms InfoGIST Platinum Recruiter,Intelligent Algorithms InfoGIST Platinum Recruiter,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.a|Intuit QuickBooks,Intuit QuickBooks,2.E.2.a,Accounting software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.a|Intuit QuickBooks,Intuit QuickBooks,2.E.2.a,Accounting software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Job posting software,Job posting software,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Job posting software,Job posting software,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Kronos Workforce HR,Kronos Workforce HR,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Kronos Workforce HR,Kronos Workforce HR,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.e|Kronos Workforce Payroll,Kronos Workforce Payroll,2.E.2.e,Time accounting software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.e|Kronos Workforce Payroll,Kronos Workforce Payroll,2.E.2.e,Time accounting software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.e|Kronos Workforce Timekeeper,Kronos Workforce Timekeeper,2.E.2.e,Time accounting software,Y,N,true
