canonical_key,alias,source_name,source_version,source_external_id,alias_basis
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,hospital hygiene,ESCO,1.2.1,http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,hygiene in healthcare setting,ESCO,1.2.1,http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,hygiene procedures in hospitals or clinics,ESCO,1.2.1,http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,hygienic environment in healthcare,ESCO,1.2.1,http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,follow digital transformation of industrial processes,ESCO,1.2.1,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,follow digital transformation of industry,ESCO,1.2.1,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,keep pace with digital transformation of industrial processes,ESCO,1.2.1,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,keep up to date with digital transformation of industrial processes,ESCO,1.2.1,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,keep up with digital transformation of industry,ESCO,1.2.1,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,cope with changing situations in health care,ESCO,1.2.1,http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,cope with changing situations in healthcare,ESCO,1.2.1,http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,react to changing situations in health care,ESCO,1.2.1,http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,react to changing situations in healthcare,ESCO,1.2.1,http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,esco_alternative_label
canonical:ESCO|esco_skills|http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,respond to changing health care situations,ESCO,1.2.1,http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,esco_alternative_label
