career_name,esco_occupation_uri,esco_occupation_title,source_domain,relation_type,concept_type,external_skill_id,external_skill_name,source_skill_label,source_skill_type,source_skill_type_origin,reuse_level,description,modified_date,relationship_eligible
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/190be8c6-69a6-4aff-8320-473aee68d4c8,orthopaedic manual physiotherapy,orthopaedic manual physiotherapy,knowledge,relationship,occupation-specific,"A specialised area of physiotherapy for the management of neuro-musculoskeletal conditions, based on clinical reasoning, using highly specific treatment approaches including manual techniques and therapeutic exercises.",2024-02-09T17:29:13.7Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,medical terminology,medical terminology,knowledge,relationship,cross-sector,"The meaning of medical terms and abbreviations, of medical prescriptions and various medical specialties and when to use it correctly.",2024-02-09T17:29:09.851Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/28cd3cc4-5b92-47e6-9534-a0e1a4981103,emergency surgery,emergency surgery,knowledge,relationship,sector-specific,The characteristics and methods of a surgical intervention performed in emergency cases.,2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/2ed78f04-8282-40ab-89a6-9392fde00826,orthopaedics,orthopaedics,knowledge,relationship,cross-sector,Orthopaedics is a medical specialty mentioned in the EU Directive 2005/36/EC.,2024-02-09T17:29:13.7Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/4f7b14d8-f09c-49f7-abae-231e8c210e07,general medicine,general medicine,knowledge,relationship,cross-sector,General medicine is a medical specialty mentioned in the EU Directive 2005/36/EC.,2024-02-09T17:29:09.009Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/508f3b4c-799a-4742-b3ae-75f2ff11153d,surgery,surgery,knowledge,relationship,sector-specific,"The essential procedures in surgical practice such as the principle of safe surgery, the pathophysiology of wound healing, knot tying, tissue handling, retraction and any other instruments and procedures used in the operating room.",2024-02-09T17:29:16.725Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/51e53aff-6f8a-42ca-9cb9-47335130f4d7,human physiology,human physiology,knowledge,relationship,cross-sector,The science that studies the human organs and its interactions and mechanisms.,2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/52c19dc8-651f-4095-98fe-dcb2799d702e,geriatrics,geriatrics,knowledge,relationship,cross-sector,Geriatrics is a medical specialty mentioned in the EU Directive 2005/36/EC.,2024-02-09T17:29:09.009Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/56a46b02-ab98-4603-8816-c9daff1a119a,kinetics,kinetics,knowledge,relationship,cross-sector,The study of movement and its causes.,2024-02-09T17:29:09.851Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/5dfcc46a-4fb1-453c-961b-5d41bf077433,neurology,neurology,knowledge,relationship,cross-sector,Neurology is a medical specialty mentioned in the EU Directive 2005/36/EC.,2024-02-09T17:29:13.7Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/60c544c9-0815-479c-bcec-93c7891815ea,pharmacology,pharmacology,knowledge,relationship,cross-sector,Pharmacology is a medical specialty mentioned in the EU Directive 2005/36/EC.,2024-02-09T17:29:17.515Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/692ace70-7f97-4214-92bd-88f7637d8a44,physics,physics,knowledge,relationship,cross-sector,"The natural science involving the study of matter, motion, energy, force and related notions.",2024-02-09T17:29:11.47Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/6fa0f0de-5630-4a08-a042-a2e07de9208e,obstetrics and gynaecology,obstetrics and gynaecology,knowledge,relationship,sector-specific,Obstetrics and gynaecology is a medical specialty mentioned in the EU Directive 2005/36/EC.,2024-02-09T17:29:09.851Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/8671290a-ab17-42c2-9114-adcb741e7257,paediatrics,paediatrics,knowledge,relationship,cross-sector,Paediatrics is a medical specialty mentioned in the EU Directive 2005/36/EC.,2024-02-09T17:29:12.215Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/87669743-a291-4ea0-9a50-cac60d45649c,rehabilitation,rehabilitation,knowledge,relationship,cross-sector,The methods and procedures used to help an ill or injured person restore lost skills and regain self-sufficiency and control.,2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/8881a9c2-bd07-4954-bf27-c1f8acca9af0,sociology,sociology,knowledge,relationship,cross-sector,"The group behaviour and dynamics, societal trends and influences, human migrations, ethnicity, cultures and their history and origins.",2024-02-09T17:29:12.952Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/8a06c621-adfe-41df-8fe9-6b33f1ea3f0a,biomechanics,biomechanics,knowledge,relationship,cross-sector,The use of mechanical means to understand the function and structure of biological organisms.,2024-02-09T17:29:15.235Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/95992467-644f-4178-97ad-b0e50a8ab084,therapeutic massage,therapeutic massage,knowledge,relationship,cross-sector,Massage techniques used to relieve pain and alleviate other symptoms associated with a number of different medical conditions.,2024-02-09T17:29:11.47Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/9ec4252d-cbe8-4134-88fa-549dee1883f3,human anatomy,human anatomy,knowledge,relationship,cross-sector,"The dynamic relationship of human structure and function and the muscosceletal, cardiovascular, respiratory, digestive, endocrine, urinary, reproductive, integumentary and nervous systems; normal and altered anatomy and physiology throughout the human lifespan.",2024-02-09T17:29:16.725Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/add39442-b8ca-4412-8156-391db53b0c5d,manage healthcare staff,manage healthcare staff,knowledge,relationship,cross-sector,The managerial tasks and responsibilities required in a health care setting.,2024-02-09T17:29:13.7Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/b21e2984-c6b2-4352-bbe8-8f3b03bd50f6,medical informatics,medical informatics,knowledge,relationship,cross-sector,The processes and tools used for the analysis and dissemination of medical data through computerized systems.,2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/bfe4f330-d595-48c7-ab3c-f309471d6953,psychology,psychology,knowledge,relationship,cross-sector,"The human behaviour and performance with individual differences in ability, personality, interests, learning, and motivation.",2024-02-09T17:29:15.235Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/e35bfbda-2b8a-4d8e-9afb-8a1862703642,respiratory therapy,respiratory therapy,knowledge,relationship,sector-specific,Treatment focused on the management of the airways in various medical conditions or situations such as emergency or trauma.,2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/e862fb43-5acd-4d37-a4a2-63684c164932,intensive care medicine,intensive care medicine,knowledge,relationship,sector-specific,Medical specialty dealing with the diagnosis and treatment of life-threatening conditions.,2024-02-09T17:29:16.725Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/f7464f30-662b-4177-85a0-3df9693e9e58,first aid,first aid,knowledge,relationship,cross-sector,"The emergency treatment given to a sick or injured person in the case of circulatory and/or respiratory failure, unconsciousness, wounds, bleeding, shock or poisoning.",2024-02-09T17:29:13.7Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,knowledge,http://data.europa.eu/esco/skill/f9f258e3-4728-4107-9e08-293d5d2ef65e,psychiatry,psychiatry,knowledge,relationship,cross-sector,Psychiatry is a medical specialty mentioned in the EU Directive 2005/36/EC.,2024-02-09T17:29:16.725Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/029e2bb0-6dd8-4600-bb89-ac7480ae8fb0,contribute to quality physiotherapy services,contribute to quality physiotherapy services,skill/competence,relationship,sector-specific,"Participate in activities that promote quality, particularly in the acquisition and evaluation of equipment, resources, safe storage and supply management.",2024-02-09T17:29:12.215Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems,create solutions to problems,skill/competence,relationship,cross-sector,"Solve problems which arise in planning, prioritising, organising, directing/facilitating action and evaluating performance. Use systematic processes of collecting, analysing, and synthesising information to evaluate current practice and generate new understandings about practice.",2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,respond to changing situations in health care,respond to changing situations in health care,skill/competence,relationship,cross-sector,Cope with pressure and respond appropriately and in time to unexpected and rapidly changing situations in healthcare.,2024-02-09T17:29:11.47Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/072a702d-70c3-4959-91c7-85e69d143894,manage a healthcare unit budget,manage a healthcare unit budget,skill/competence,relationship,cross-sector,Manage a healthcare unit budget. Collaborate in budget planning processes including cost of supplies needed for adequate health services and management.,2024-02-09T17:29:12.952Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/097098fc-6d89-44e9-9305-98ac5c0a78ac,educate on the prevention of illness,educate on the prevention of illness,skill/competence,relationship,cross-sector,"Offer evidence-based advice on how to avoid ill health, educate and advise individuals and their carers on how to prevent ill health and/or be able to advise how to improve their environment and health conditions. Provide advice on the identification of risks leading to ill health and help to increase the patients' resilience by targeting prevention and early intervention strategies.",2024-02-09T17:29:11.47Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/0b5aaee4-c948-4853-bf8d-b9cd6c4917ee,inform policy makers on health-related challenges,inform policy makers on health-related challenges,skill/competence,relationship,cross-sector,Provide useful information related to health care professions to ensure policy decisions are made in the benefit of communities.,2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/0cd351e5-8798-482e-88a0-4d3eb8fec257,adjust physiotherapy interventions,adjust physiotherapy interventions,skill/competence,relationship,sector-specific,Adjust physiotherapy interventions based on re-evaluation of the client`s response to treatment.,2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/0e0e4af2-4af8-40f5-8460-99e7401733c6,employ cognitive behaviour treatment techniques,employ cognitive behaviour treatment techniques,skill/competence,relationship,sector-specific,"Employ cognitive behavioural treatment techniques for those whose treatment involves cognitive re-training, addressing dysfunctional emotions, maladaptive behaviours and cognitive processes and contents through a variety of systematic procedures.",2016-12-20T19:23:08Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/0f3ac478-54fa-4305-b077-50e3c0baeb8c,manage physiotherapy staff,manage physiotherapy staff,skill/competence,relationship,sector-specific,"Recruit, train, manage, develop and supervise physiotherapy staff where appropriate, ensuring provision of a clinically effective service to clients, recognising the need for further training both for oneself and other physiotherapy staff.",2024-02-09T17:29:09.851Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/0f62b20e-90ea-446b-b5a4-eb5ece4057b0,develop strategic plans for physiotherapy services,develop strategic plans for physiotherapy services,skill/competence,relationship,sector-specific,"Contribute to the development of systems, policies and procedures for the provision of physiotherapy services, sharing knowledge and contributing to internal and external learning opportunities.",2024-02-09T17:29:09.851Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/13724e7d-b946-4773-915e-9621340237bc,contribute to continuity of health care,contribute to continuity of health care,skill/competence,relationship,sector-specific,Contribute to the delivery of coordinated and continuous healthcare.,2024-02-09T17:29:12.215Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/14d88fae-ead0-4d19-8519-04b154b46987,promote health and safety policies in health services,promote health and safety policies in health services,skill/competence,relationship,sector-specific,"Promote adherence to local, regional, national and EU Health and Safety legislation, policies, guidelines and protocols.",2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/154c7027-53f6-4e52-96b9-32bdf949c389,provide physiotherapy diagnosis,provide physiotherapy diagnosis,skill/competence,relationship,sector-specific,"Provide a physiotherapy diagnosis/clinical impression of the client`s condition, working with the client to identify impairments, activity and participation limitations resulting from illness, injury and/or ageing, undertaking a holistic approach.",2024-02-09T17:29:14.494Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/16284f84-15c9-4542-b122-a6d584f937ee,manage clinical risk,manage clinical risk,skill/competence,relationship,cross-sector,"Improve the quality and safe delivery of healthcare, placing special emphasis on identifying those circumstances that place clients, their families and carers, staff, students and others at risk of harm and act to prevent or control those risks.",2024-02-09T17:29:16.725Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/16636767-c215-4cf0-b126-e144fea20926,use e-health and mobile health technologies,use e-health and mobile health technologies,skill/competence,relationship,sector-specific,Use mobile health technologies and e-health (online applications and services) in order to enhance the provided healthcare.,2024-02-09T17:29:09.851Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/1b9899a4-5b50-44b0-a21a-e2f86c51ac5a,assess physical conditions of clients,assess physical conditions of clients,skill/competence,relationship,cross-sector,Check the new clients' health conditions to assess their suitability for participation.,2025-11-26T10:10:19.028Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/2475cd27-8d6c-4318-a364-21395b23acba,empathise with the healthcare user,empathise with the healthcare user,skill/competence,relationship,cross-sector,"Understand the background of clients` and patients’ symptoms, difficulties and behaviour. Be empathetic about their issues; showing respect and reinforcing their autonomy, self-esteem and independence. Demonstrate a concern for their welfare and handle according to the personal boundaries, sensitivities, cultural differences and preferences of the client and patient in mind.",2016-12-20T19:12:25Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/32fcad69-381e-43cb-aebc-94f51ea15bab,triage clients for physiotherapy,triage clients for physiotherapy,skill/competence,relationship,sector-specific,"Triage clients for physiotherapy, prioritising their assessment and indicating where additional services are required.",2024-02-09T17:29:09.009Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/342af3a1-4fdc-4ddc-898a-bb82a7f62efe,record healthcare users' progress related to treatment,record healthcare users' progress related to treatment,skill/competence,relationship,sector-specific,"Record the healthcare user's progress in response to treatment by observing, listening and measuring outcomes.",2024-02-09T17:29:09.851Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/394028bf-8dd1-4910-ad46-bc9e8e6e5b6d,advocate health,advocate health,skill/competence,relationship,sector-specific,"Advocate for health promotion, well-being and disease or injury prevention on behalf of clients and the profession to enhance community, public and population health.",2024-02-09T17:29:15.235Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/398304c5-6073-4968-afc7-394fbd837d74,measure effectiveness of the service provided,measure effectiveness of the service provided,skill/competence,relationship,sector-specific,"Use a problem-solving approach to develop and measure recommendations for improving the quality of professional practice in increasingly unpredictable contexts, contributing to change and development within the profession or service at a local, regional or national level.",2024-02-09T17:29:09.009Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,use different communication channels,use different communication channels,skill/competence,relationship,cross-sector,"Make use of various types of communication channels such as verbal, handwritten, digital and telephonic communication with the purpose of constructing and sharing ideas or information.",2024-02-09T17:29:16.725Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/4d614c92-0c48-4a11-a5ed-416b34fd50d2,manage healthcare users' data,manage healthcare users' data,skill/competence,relationship,cross-sector,"Keep accurate client records which also satisfy legal and professional standards and ethical obligations in order to facilitate client management, ensuring that all clients' data (including verbal, written and electronic) are treated confidentially.",2024-02-09T17:29:12.215Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/51e79cb4-fab3-404c-88f3-cd4a1bd5879e,deal with emergency care situations,deal with emergency care situations,skill/competence,relationship,cross-sector,"Assess the signs and be well-prepared for a situation that poses an immediate threat to a person's health, security, property or environment.",2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/541f6f61-40ee-43d3-9f24-a1a5b31c2a34,develop physiotherapy services,develop physiotherapy services,skill/competence,relationship,sector-specific,"Develop a safe, effective and efficient quality physiotherapy service.",2024-02-09T17:29:09.009Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/60b2dd49-c677-4f47-816e-aff3b577e113,provide health education,provide health education,skill/competence,relationship,cross-sector,"Provide evidence based strategies to promote healthy living, disease prevention and management.",2024-02-09T17:29:16.725Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/624d9fff-370d-4001-9481-9c86129fd84f,provide self management support,provide self management support,skill/competence,relationship,cross-sector,Provide evidence-based information and strategies on self management to the client.,2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/674e8dd7-bb77-407c-8f77-c2dda956aa54,prescribe healthcare products,prescribe healthcare products,skill/competence,relationship,sector-specific,"Prescribe healthcare products, when indicated, for therapeutic effectiveness, appropriate to the client`s needs and in accordance with evidence-based practice, national and practice protocols and within scope of practice.",2024-02-09T17:29:12.215Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/684a597e-0d82-4f98-92f1-1e5888043764,contribute to the rehabilitation process,contribute to the rehabilitation process,skill/competence,relationship,cross-sector,"Contribute to the rehabilitation process to enhance activity, functioning and participation using a person-centered and evidence-based approach.",2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/68aefa78-9a8c-4d5f-879a-abcfe1cd464f,adhere to health well-being and safety,adhere to health well-being and safety,skill/competence,relationship,sector-specific,"Comply with and apply the main points of health well-being and safety policy and procedures, in accordance with employer's policies. Report health and safety risks that have been identified and follow the appropriate procedures if an accident or injury should occur.",2024-02-09T17:29:09.009Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/6d6fb354-ae77-4fb0-80d3-e4e52270774a,provide information on the effects of physiotherapy,provide information on the effects of physiotherapy,skill/competence,relationship,sector-specific,"Provide information on therapeutic outcomes and any inherent risks to the client making sure he/she understands, acting in accordance with ethical principles and local/national policies where the client does not have the capacity to understand.",2024-02-09T17:29:12.215Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/7110bf9f-b245-4adc-9159-5081013fd64d,communicate in healthcare,communicate in healthcare,skill/competence,relationship,cross-sector,"Communicate effectively with patients, families and other caregivers, health care professionals, and community partners.",2021-12-15T17:36:34.598Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/73a023d0-888c-4d89-87e4-a03e84395da8,develop therapeutic relationships,develop therapeutic relationships,skill/competence,relationship,sector-specific,"Maintain the individual therapeutic relationship to engage the individual's innate healing capacities, to achieve active collaboration in the health education and healing process and to maximise the potential of healthy change.",2024-02-09T17:29:11.47Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/758e8e0c-2406-460f-b33c-36b422e018bb,provide learning support in healthcare,provide learning support in healthcare,skill/competence,relationship,sector-specific,"Provide the necessary support to facilitate learning for clients, carers, students, peers, support workers and other healthcare practitioners by assessing the learner`s development needs and preferences, designing agreed formal and informal outcomes of learning and delivering materials that facilitate learning and development.",2024-02-09T17:29:10.678Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/76395873-7fe2-4f9a-b4b6-9932f8cbd0b4,follow clinical guidelines,follow clinical guidelines,skill/competence,relationship,cross-sector,"Follow agreed protocols and guidelines in support of healthcare practice which are provided by healthcare institutions, professional associations, or authorities and also scientific organisations.",2024-02-09T17:29:12.215Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/7d08e3cd-3a68-4568-8273-5b53ac0cbc71,collect healthcare user's general data,collect healthcare user's general data,skill/competence,relationship,sector-specific,Collect qualitative and quantitative data related to the healthcare user's anagraphic data and provide support on filling out the present and past history questionnaire and record the measures/tests performed by the practitioner.,2024-02-09T17:29:11.47Z,true
Physiotherapist,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiotherapist,esco_occupation_skill,essential,skill,http://data.europa.eu/esco/skill/81b6d428-028b-4bf5-89a2-5e5cb4a8c444,provide stroke rehabilitation services,provide stroke rehabilitation services,skill/competence,relationship,sector-specific,"Provide services to patients who have suffered from stroke, helping them relearn skills that are lost when part of the brain is damaged.",2025-02-27T12:45:08.961Z,true
