source_key,dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,normalized_name,category,description,alt_labels
O*NET Database|onet_software_skills|2.E.9.e|Tax compliance property tax management software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.e|Tax compliance property tax management software,Tax compliance property tax management software,tax compliance property tax management software,Compliance software,,
O*NET Database|onet_software_skills|2.E.2.a|Tax software,O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Tax software,Tax software,tax software,Accounting software,,
O*NET Database|onet_software_skills|2.E.11.a|Tcpdump,O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Tcpdump,Tcpdump,tcpdump,Network monitoring software,,
O*NET Database|onet_software_skills|2.E.6.c|TechExcel ServiceWise,O*NET Database,31.0,technology,onet_software_skills,2.E.6.c|TechExcel ServiceWise,TechExcel ServiceWise,techexcel servicewise,Customer relationship management CRM software,,
O*NET Database|onet_software_skills|2.E.1.c|Technomedia Hodes iQ,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Technomedia Hodes iQ,Technomedia Hodes iQ,technomedia hodes iq,Human resources software,,
O*NET Database|onet_software_skills|2.E.4.c|TechSmith Camtasia,O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|TechSmith Camtasia,TechSmith Camtasia,techsmith camtasia,Video creation and editing software,,
O*NET Database|onet_software_skills|2.E.9.d|Tektronix EZ-TEST,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Tektronix EZ-TEST,Tektronix EZ-TEST,tektronix ez test,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.1.c|TempWorks recruiting and staffing software,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|TempWorks recruiting and staffing software,TempWorks recruiting and staffing software,tempworks recruiting and staffing software,Human resources software,,
O*NET Database|onet_software_skills|2.E.14.d|Tenable Nessus,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Tenable Nessus,Tenable Nessus,tenable nessus,Transaction security and virus protection software,,
O*NET Database|onet_software_skills|2.E.9.d|TensorFlow,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|TensorFlow,TensorFlow,tensorflow,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.6.f|Teradata Active Enterprise Data Warehouse,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Teradata Active Enterprise Data Warehouse,Teradata Active Enterprise Data Warehouse,teradata active enterprise data warehouse,Data base user interface and query software,,
O*NET Database|onet_software_skills|2.E.6.f|Teradata BTEQ,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Teradata BTEQ,Teradata BTEQ,teradata bteq,Data base user interface and query software,,
O*NET Database|onet_software_skills|2.E.6.d|Teradata Database,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Teradata Database,Teradata Database,teradata database,Data base management system software,,
O*NET Database|onet_software_skills|2.E.5.b|Teradata FastExport,O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|Teradata FastExport,Teradata FastExport,teradata fastexport,Document management software,,
O*NET Database|onet_software_skills|2.E.6.g|Teradata FastLoad,O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Teradata FastLoad,Teradata FastLoad,teradata fastload,Data mining software,,
O*NET Database|onet_software_skills|2.E.6.g|Teradata Parallel Transporter,O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Teradata Parallel Transporter,Teradata Parallel Transporter,teradata parallel transporter,Data mining software,,
O*NET Database|onet_software_skills|2.E.6.g|Teradata Tpump,O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Teradata Tpump,Teradata Tpump,teradata tpump,Data mining software,,
O*NET Database|onet_software_skills|2.E.9.d|Test automation software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Test automation software,Test automation software,test automation software,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.9.d|Test data generator software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Test data generator software,Test data generator software,test data generator software,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.7.f|Test design software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Test design software,Test design software,test design software,Program testing software,,
O*NET Database|onet_software_skills|2.E.7.f|Test implementation software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Test implementation software,Test implementation software,test implementation software,Program testing software,,
O*NET Database|onet_software_skills|2.E.9.i|Texas Medical Software SpringCharts EMR,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Texas Medical Software SpringCharts EMR,Texas Medical Software SpringCharts EMR,texas medical software springcharts emr,Medical software,,
O*NET Database|onet_software_skills|2.E.8.b|Text reader software,O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Text reader software,Text reader software,text reader software,Computer based training software,,
O*NET Database|onet_software_skills|2.E.4.j|Text scanning software,O*NET Database,31.0,technology,onet_software_skills,2.E.4.j|Text scanning software,Text scanning software,text scanning software,Optical character reader OCR or scanning software,,
O*NET Database|onet_software_skills|2.E.8.b|Text to speech software,O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Text to speech software,Text to speech software,text to speech software,Computer based training software,,
O*NET Database|onet_software_skills|2.E.1.e|The Gordian Group PROGEN Online,O*NET Database,31.0,technology,onet_software_skills,2.E.1.e|The Gordian Group PROGEN Online,The Gordian Group PROGEN Online,the gordian group progen online,Project management software,,
O*NET Database|onet_software_skills|2.E.9.d|The MathWorks MATLAB,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|The MathWorks MATLAB,The MathWorks MATLAB,the mathworks matlab,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.2.d|Thomson Creative Solutions Engagement CS,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Thomson Creative Solutions Engagement CS,Thomson Creative Solutions Engagement CS,thomson creative solutions engagement cs,Financial analysis software,,
O*NET Database|onet_software_skills|2.E.2.d|Thomson Creative Solutions Financial Analysis CS,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Thomson Creative Solutions Financial Analysis CS,Thomson Creative Solutions Financial Analysis CS,thomson creative solutions financial analysis cs,Financial analysis software,,
O*NET Database|onet_software_skills|2.E.4.b|Thomson Dialog,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Thomson Dialog,Thomson Dialog,thomson dialog,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.6.h|Thomson Financial Investext,O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Thomson Financial Investext,Thomson Financial Investext,thomson financial investext,Information retrieval or search software,,
O*NET Database|onet_software_skills|2.E.2.c|Thomson GoSystem Tax,O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Thomson GoSystem Tax,Thomson GoSystem Tax,thomson gosystem tax,Tax preparation software,,
O*NET Database|onet_software_skills|2.E.2.d|Thomson PPC e-Tools Suite,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Thomson PPC e-Tools Suite,Thomson PPC e-Tools Suite,thomson ppc e tools suite,Financial analysis software,,
O*NET Database|onet_software_skills|2.E.9.o|Thomson Reuters Risk Management,O*NET Database,31.0,technology,onet_software_skills,2.E.9.o|Thomson Reuters Risk Management,Thomson Reuters Risk Management,thomson reuters risk management,Risk management data and analysis software,,
O*NET Database|onet_software_skills|2.E.4.b|Three-dimensional graphics software,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Three-dimensional graphics software,Three-dimensional graphics software,three dimensional graphics software,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.9.d|Three-dimensional simulation translation software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Three-dimensional simulation translation software,Three-dimensional simulation translation software,three dimensional simulation translation software,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.6.m|TIBCO Spotfire,O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|TIBCO Spotfire,TIBCO Spotfire,tibco spotfire,Business intelligence and data analysis software,,
O*NET Database|onet_software_skills|2.E.4.c|TikTok,O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|TikTok,TikTok,tiktok,Video creation and editing software,,
O*NET Database|onet_software_skills|2.E.9.d|Time and motion analysis software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Time and motion analysis software,Time and motion analysis software,time and motion analysis software,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.7.i|Time sharing option TSO software,O*NET Database,31.0,technology,onet_software_skills,2.E.7.i|Time sharing option TSO software,Time sharing option TSO software,time sharing option tso software,Compiler and decompiler software,,
O*NET Database|onet_software_skills|2.E.2.d|TimeValue software,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|TimeValue software,TimeValue software,timevalue software,Financial analysis software,,
O*NET Database|onet_software_skills|2.E.9.d|TNS MarketWhys,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|TNS MarketWhys,TNS MarketWhys,tns marketwhys,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.9.d|TNS Miriad,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|TNS Miriad,TNS Miriad,tns miriad,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.7.b|ToadSoft Toad,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|ToadSoft Toad,ToadSoft Toad,toadsoft toad,Development environment software,,
O*NET Database|onet_software_skills|2.E.2.d|TopCAATs,O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|TopCAATs,TopCAATs,topcaats,Financial analysis software,,
O*NET Database|onet_software_skills|2.E.6.f|Transact-SQL,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Transact-SQL,Transact-SQL,transact sql,Data base user interface and query software,,
O*NET Database|onet_software_skills|2.E.6.f|TranspoLink BidLeads,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|TranspoLink BidLeads,TranspoLink BidLeads,transpolink bidleads,Data base user interface and query software,,
O*NET Database|onet_software_skills|2.E.4.b|Trapcode Particular,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Trapcode Particular,Trapcode Particular,trapcode particular,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.7.f|Travis,O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Travis,Travis,travis,Program testing software,,
O*NET Database|onet_software_skills|2.E.14.c|Trend Micro TippingPoint,O*NET Database,31.0,technology,onet_software_skills,2.E.14.c|Trend Micro TippingPoint,Trend Micro TippingPoint,trend micro tippingpoint,Network security and virtual private network VPN equipment software,,
O*NET Database|onet_software_skills|2.E.9.e|TrendTracker Compliance Solution,O*NET Database,31.0,technology,onet_software_skills,2.E.9.e|TrendTracker Compliance Solution,TrendTracker Compliance Solution,trendtracker compliance solution,Compliance software,,
O*NET Database|onet_software_skills|2.E.9.d|Trimble Geomatics Office,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Trimble Geomatics Office,Trimble Geomatics Office,trimble geomatics office,Analytical or scientific software,,
O*NET Database|onet_software_skills|2.E.4.b|Trimble SketchUp Pro,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Trimble SketchUp Pro,Trimble SketchUp Pro,trimble sketchup pro,Graphics or photo imaging software,,
O*NET Database|onet_software_skills|2.E.9.c|Trimble Terramodel,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Trimble Terramodel,Trimble Terramodel,trimble terramodel,Computer aided design CAD software,,
