onet_soc_code,onet_title,gradnavi_careers,api_position,technology_title,percentage,hot_technology,in_demand,source_url
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,8,Structured query language SQL,12,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,9,Oracle Java,11,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,10,Ansible software,10,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,11,Microsoft PowerShell,10,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,12,Bash,8,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,13,Jenkins CI,7,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,14,Atlassian JIRA,7,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,15,GitHub,7,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,16,C++,7,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,17,Go,7,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,18,Git,6,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,19,JavaScript,6,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,20,Amazon Web Services AWS CloudFormation,6,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,21,Microsoft Active Directory,5,True,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,22,Firewall software,5,,True,https://api-v2.onetcenter.org/online/occupations/15-1299.08/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,1,Python,66,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,2,Structured query language SQL,51,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,3,R,34,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,4,Tableau,22,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,5,Microsoft Power BI,19,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,6,Amazon Web Services AWS software,17,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,7,Microsoft Azure software,13,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,8,TensorFlow,11,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,9,PyTorch,10,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,10,SAS,9,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,11,Scikit-learn,9,,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,12,Microsoft Excel,8,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,13,Snowflake,8,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,14,Apache Spark,7,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,15,pandas,6,,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,16,Apache Hadoop,6,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,17,C++,6,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,18,Git,5,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,19,Microsoft PowerPoint,5,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,20,The MathWorks MATLAB,5,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.00,Data Scientists,Data Scientist,21,NumPy,5,,True,https://api-v2.onetcenter.org/online/occupations/15-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,1,Structured query language SQL,35,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,2,Microsoft Power BI,20,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,3,Python,20,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,4,Tableau,19,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,5,SAP software,19,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,6,Microsoft Excel,17,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,7,R,10,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,8,Amazon Web Services AWS software,9,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,9,Microsoft PowerPoint,8,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,10,Microsoft Office software,8,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,11,Microsoft Azure software,8,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,12,Snowflake,5,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,13,SAS,5,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
15-2051.01,Business Intelligence Analysts,Data Analyst,14,Salesforce software,5,True,True,https://api-v2.onetcenter.org/online/occupations/15-2051.01/in_demand_skills?start=1&end=2000&sort=percentage
17-2051.00,Civil Engineers,Civil Engineer,1,Autodesk AutoCAD,22,True,True,https://api-v2.onetcenter.org/online/occupations/17-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2051.00,Civil Engineers,Civil Engineer,2,Microsoft Office software,18,True,True,https://api-v2.onetcenter.org/online/occupations/17-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2051.00,Civil Engineers,Civil Engineer,3,Autodesk AutoCAD Civil 3D,16,True,True,https://api-v2.onetcenter.org/online/occupations/17-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2051.00,Civil Engineers,Civil Engineer,4,Microsoft Excel,12,True,True,https://api-v2.onetcenter.org/online/occupations/17-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2051.00,Civil Engineers,Civil Engineer,5,Bentley MicroStation,10,True,True,https://api-v2.onetcenter.org/online/occupations/17-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2051.00,Civil Engineers,Civil Engineer,6,Autodesk Revit,8,True,True,https://api-v2.onetcenter.org/online/occupations/17-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2051.00,Civil Engineers,Civil Engineer,7,Microsoft Outlook,7,True,True,https://api-v2.onetcenter.org/online/occupations/17-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2051.00,Civil Engineers,Civil Engineer,8,Microsoft PowerPoint,5,True,True,https://api-v2.onetcenter.org/online/occupations/17-2051.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2071.00,Electrical Engineers,Electrical Engineer,1,Autodesk AutoCAD,20,True,True,https://api-v2.onetcenter.org/online/occupations/17-2071.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2071.00,Electrical Engineers,Electrical Engineer,2,Microsoft Office software,12,True,True,https://api-v2.onetcenter.org/online/occupations/17-2071.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2071.00,Electrical Engineers,Electrical Engineer,3,Python,9,True,True,https://api-v2.onetcenter.org/online/occupations/17-2071.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2071.00,Electrical Engineers,Electrical Engineer,4,Microsoft Excel,9,True,True,https://api-v2.onetcenter.org/online/occupations/17-2071.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2071.00,Electrical Engineers,Electrical Engineer,5,Autodesk Revit,8,True,True,https://api-v2.onetcenter.org/online/occupations/17-2071.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2071.00,Electrical Engineers,Electrical Engineer,6,The MathWorks MATLAB,6,True,True,https://api-v2.onetcenter.org/online/occupations/17-2071.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2071.00,Electrical Engineers,Electrical Engineer,7,ETAP,6,,True,https://api-v2.onetcenter.org/online/occupations/17-2071.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2071.00,Electrical Engineers,Electrical Engineer,8,SKM Systems Analysis Power Tools,6,,True,https://api-v2.onetcenter.org/online/occupations/17-2071.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2071.00,Electrical Engineers,Electrical Engineer,9,C++,6,True,True,https://api-v2.onetcenter.org/online/occupations/17-2071.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2071.00,Electrical Engineers,Electrical Engineer,10,Microsoft PowerPoint,5,True,True,https://api-v2.onetcenter.org/online/occupations/17-2071.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2112.00,Industrial Engineers,Industrial Engineer,1,Microsoft Excel,16,True,True,https://api-v2.onetcenter.org/online/occupations/17-2112.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2112.00,Industrial Engineers,Industrial Engineer,2,Microsoft Office software,15,True,True,https://api-v2.onetcenter.org/online/occupations/17-2112.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2112.00,Industrial Engineers,Industrial Engineer,3,Microsoft PowerPoint,10,True,True,https://api-v2.onetcenter.org/online/occupations/17-2112.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2112.00,Industrial Engineers,Industrial Engineer,4,Autodesk AutoCAD,9,True,True,https://api-v2.onetcenter.org/online/occupations/17-2112.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2112.00,Industrial Engineers,Industrial Engineer,5,SAP software,6,True,True,https://api-v2.onetcenter.org/online/occupations/17-2112.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2112.00,Industrial Engineers,Industrial Engineer,6,Structured query language SQL,5,True,True,https://api-v2.onetcenter.org/online/occupations/17-2112.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2141.00,Mechanical Engineers,Mechanical Engineer,1,Dassault Systemes SolidWorks,17,True,True,https://api-v2.onetcenter.org/online/occupations/17-2141.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2141.00,Mechanical Engineers,Mechanical Engineer,2,Autodesk AutoCAD,16,True,True,https://api-v2.onetcenter.org/online/occupations/17-2141.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2141.00,Mechanical Engineers,Mechanical Engineer,3,Microsoft Office software,13,True,True,https://api-v2.onetcenter.org/online/occupations/17-2141.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2141.00,Mechanical Engineers,Mechanical Engineer,4,Autodesk Revit,11,True,True,https://api-v2.onetcenter.org/online/occupations/17-2141.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2141.00,Mechanical Engineers,Mechanical Engineer,5,Microsoft Excel,10,True,True,https://api-v2.onetcenter.org/online/occupations/17-2141.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2141.00,Mechanical Engineers,Mechanical Engineer,6,Python,6,True,True,https://api-v2.onetcenter.org/online/occupations/17-2141.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2141.00,Mechanical Engineers,Mechanical Engineer,7,Microsoft PowerPoint,6,True,True,https://api-v2.onetcenter.org/online/occupations/17-2141.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2141.00,Mechanical Engineers,Mechanical Engineer,8,PTC Creo Parametric,5,,True,https://api-v2.onetcenter.org/online/occupations/17-2141.00/in_demand_skills?start=1&end=2000&sort=percentage
17-2141.00,Mechanical Engineers,Mechanical Engineer,9,Microsoft Outlook,5,True,True,https://api-v2.onetcenter.org/online/occupations/17-2141.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,1,Adobe Photoshop,49,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,2,Adobe Illustrator,43,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,3,Adobe Creative Cloud software,37,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,4,Adobe After Effects,32,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,5,Adobe InDesign,26,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,6,Figma,17,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,7,Adobe Premiere Pro,17,,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,8,Autodesk Maya,15,,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,9,Microsoft PowerPoint,15,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,10,Microsoft Office software,10,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,11,Hypertext markup language HTML,9,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,12,Maxon Cinema 4D,8,,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,13,Cascading style sheets CSS,8,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,14,Unreal Technology Unreal Engine,7,,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,15,Microsoft Excel,6,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,16,Unity Technologies Unity,6,,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,17,Canva,6,True,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1014.00,Special Effects Artists and Animators,Multimedia Designer,18,SideFX Houdini,5,,True,https://api-v2.onetcenter.org/online/occupations/27-1014.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,1,Adobe Illustrator,62,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,2,Adobe Photoshop,61,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,3,Adobe InDesign,49,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,4,Adobe Creative Cloud software,47,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,5,Microsoft PowerPoint,18,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,6,Microsoft Office software,16,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,7,Adobe After Effects,16,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,8,Figma,11,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,9,Microsoft Excel,10,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,10,Hypertext markup language HTML,8,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,11,Adobe Premiere Pro,7,,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,12,Canva,7,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
27-1024.00,Graphic Designers,Graphic Designer,13,Cascading style sheets CSS,5,True,True,https://api-v2.onetcenter.org/online/occupations/27-1024.00/in_demand_skills?start=1&end=2000&sort=percentage
29-9021.00,Health Information Technologists and Medical Registrars,Health Information Manager,1,Microsoft Office software,12,True,True,https://api-v2.onetcenter.org/online/occupations/29-9021.00/in_demand_skills?start=1&end=2000&sort=percentage
29-9021.00,Health Information Technologists and Medical Registrars,Health Information Manager,2,Microsoft Excel,8,True,True,https://api-v2.onetcenter.org/online/occupations/29-9021.00/in_demand_skills?start=1&end=2000&sort=percentage
