left_source,left_source_key,left_concept_type,left_external_id,left_name,right_source,right_source_key,right_concept_type,right_external_id,right_name,match_basis,name_similarity,description_overlap,ranking_score,review_status,review_reason
O*NET Database,O*NET Database|onet_knowledge|2.C.1.d,knowledge,2.C.1.d,Sales and Marketing,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/49d81d86-e748-4181-84e9-106173058081,knowledge,http://data.europa.eu/esco/skill/49d81d86-e748-4181-84e9-106173058081,services marketing,fuzzy_review:services marketing,70.27,2.94,56.8,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.d,knowledge,2.C.1.d,Sales and Marketing,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/de03f4fd-c147-4477-a048-7109e5ba2d6f,knowledge,http://data.europa.eu/esco/skill/de03f4fd-c147-4477-a048-7109e5ba2d6f,marketing principles,fuzzy_review:principles of marketing,66.67,10.34,55.4,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.f,knowledge,2.C.4.f,Sociology and Anthropology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/8881a9c2-bd07-4954-bf27-c1f8acca9af0,knowledge,http://data.europa.eu/esco/skill/8881a9c2-bd07-4954-bf27-c1f8acca9af0,sociology,fuzzy_review:sociology,51.43,80.0,57.14,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.f,knowledge,2.C.4.f,Sociology and Anthropology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/9ec4252d-cbe8-4134-88fa-549dee1883f3,knowledge,http://data.europa.eu/esco/skill/9ec4252d-cbe8-4134-88fa-549dee1883f3,human anatomy,fuzzy_review:human anthropotomy,59.09,2.94,47.86,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.f,knowledge,2.C.4.f,Sociology and Anthropology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694,knowledge,http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694,automation technology,fuzzy_review:technology of control systems,50.91,0.0,40.73,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.9.a,knowledge,2.C.9.a,Telecommunications,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/b17f4305-741a-4a1c-8fe8-6f11cb3d5c0a,knowledge,http://data.europa.eu/esco/skill/b17f4305-741a-4a1c-8fe8-6f11cb3d5c0a,business communication,fuzzy_review:business communication,70.0,0.0,56.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.9.a,knowledge,2.C.9.a,Telecommunications,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/c8ac1986-38fa-43b2-89dc-50a4beeb420e,knowledge,http://data.europa.eu/esco/skill/c8ac1986-38fa-43b2-89dc-50a4beeb420e,electricity,fuzzy_review:electrification,66.67,0.0,53.34,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.9.a,knowledge,2.C.9.a,Telecommunications,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b,knowledge,http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b,ICT communications protocols,fuzzy_review:IT communications protocols,66.67,0.0,53.34,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.5.b,knowledge,2.C.5.b,Therapy and Counseling,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2abb7341-11a9-4799-9aef-7f2a83de0358,knowledge,http://data.europa.eu/esco/skill/2abb7341-11a9-4799-9aef-7f2a83de0358,theory of constraints,fuzzy_review:theory of constraints,60.47,0.0,48.38,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.5.b,knowledge,2.C.5.b,Therapy and Counseling,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/8b3aefd2-5021-418f-b069-828fb7abc598,knowledge,http://data.europa.eu/esco/skill/8b3aefd2-5021-418f-b069-828fb7abc598,nursing principles,fuzzy_review:theories and concepts of nursing,59.26,0.0,47.41,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.5.b,knowledge,2.C.5.b,Therapy and Counseling,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,knowledge,http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,urban planning,fuzzy_review:land use planning,56.41,0.0,45.13,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.10,knowledge,2.C.10,Transportation,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,knowledge,http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,logistics,fuzzy_review:transport,78.26,0.0,62.61,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.10,knowledge,2.C.10,Transportation,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/ec410a76-f890-4012-8863-b82f2c75527c,knowledge,http://data.europa.eu/esco/skill/ec410a76-f890-4012-8863-b82f2c75527c,transportation engineering,fuzzy_review:transportation engineering,70.0,6.45,57.29,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.10,knowledge,2.C.10,Transportation,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/7482a123-e801-48de-9733-262125671410,knowledge,http://data.europa.eu/esco/skill/7482a123-e801-48de-9733-262125671410,task algorithmisation,fuzzy_review:task algorithmisation,62.86,0.0,50.29,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.b,skill,2.A.2.b,Active Learning,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/a17286c5-238d-4f0b-bc24-29e9121345de,skill,http://data.europa.eu/esco/skill/a17286c5-238d-4f0b-bc24-29e9121345de,listen actively,fuzzy_review:active listening,83.87,0.0,67.1,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.b,skill,2.A.2.b,Active Learning,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,skill,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,utilise machine learning,fuzzy_review:use machine learning,74.29,0.0,59.43,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.b,skill,2.A.2.b,Active Learning,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/36931cb7-ca3f-4be1-8428-f38eefc8e1ed,skill,http://data.europa.eu/esco/skill/36931cb7-ca3f-4be1-8428-f38eefc8e1ed,execute email marketing,fuzzy_review:achieve email marketing,63.16,0.0,50.53,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.1.b,skill,2.A.1.b,Active Listening,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,skill,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,utilise machine learning,fuzzy_review:use machine learning,61.11,2.17,49.32,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.1.b,skill,2.A.1.b,Active Listening,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/0e44ceb3-9dd4-4ec4-b1d7-a0e83ddba7d4,skill,http://data.europa.eu/esco/skill/0e44ceb3-9dd4-4ec4-b1d7-a0e83ddba7d4,automotive engineering,fuzzy_review:automotive engineering,57.89,0.0,46.31,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.1.b,skill,2.A.1.b,Active Listening,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,skill,http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,give live presentation,fuzzy_review:give live presentation,57.89,0.0,46.31,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.2.i,skill,2.B.2.i,Complex Problem Solving,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5,skill,http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5,perform ICT troubleshooting,fuzzy_review:complete ICT troubleshooting,66.67,4.35,54.21,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.2.i,skill,2.B.2.i,Complex Problem Solving,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/87a708d8-a14d-42ce-8f03-c8a199f999d5,skill,http://data.europa.eu/esco/skill/87a708d8-a14d-42ce-8f03-c8a199f999d5,use clinical reasoning,fuzzy_review:use problem solving in healthcare,60.71,0.0,48.57,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.2.i,skill,2.B.2.i,Complex Problem Solving,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/7d092d81-d1e2-4c34-b3cb-c1c9f2e68b7d,skill,http://data.europa.eu/esco/skill/7d092d81-d1e2-4c34-b3cb-c1c9f2e68b7d,finish project within budget,fuzzy_review:complete project within budget,56.6,0.0,45.28,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.b,skill,2.B.1.b,Coordination,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/71480db1-a706-47f9-952f-bdc5036e3df3,skill,http://data.europa.eu/esco/skill/71480db1-a706-47f9-952f-bdc5036e3df3,coordinate care,fuzzy_review:coordinate care,66.67,0.0,53.34,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.b,skill,2.B.1.b,Coordination,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/3a0f10bd-4c3f-4020-b29c-f03cfe6d6e5b,skill,http://data.europa.eu/esco/skill/3a0f10bd-4c3f-4020-b29c-f03cfe6d6e5b,coordinate transportation,fuzzy_review:coordinate transportation,64.86,0.0,51.89,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.b,skill,2.B.1.b,Coordination,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/feceacee-d425-4e73-821a-02dfb85084db,skill,http://data.europa.eu/esco/skill/feceacee-d425-4e73-821a-02dfb85084db,control production,fuzzy_review:control production,60.0,0.0,48.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.a,skill,2.A.2.a,Critical Thinking,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/87a708d8-a14d-42ce-8f03-c8a199f999d5,skill,http://data.europa.eu/esco/skill/87a708d8-a14d-42ce-8f03-c8a199f999d5,use clinical reasoning,fuzzy_review:use critical thinking in healthcare,65.38,0.0,52.3,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.a,skill,2.A.2.a,Critical Thinking,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/6c870993-9341-438b-91c0-c7fe4f96d8f5,skill,http://data.europa.eu/esco/skill/6c870993-9341-438b-91c0-c7fe4f96d8f5,apply strategic thinking,fuzzy_review:apply strategic thinking,63.41,0.0,50.73,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.a,skill,2.A.2.a,Critical Thinking,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,skill,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,design electrical systems,fuzzy_review:electrical system designing,59.09,3.03,47.88,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.j,skill,2.B.3.j,Equipment Maintenance,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/7341904f-5913-470c-8c53-bc832df248ec,skill,http://data.europa.eu/esco/skill/7341904f-5913-470c-8c53-bc832df248ec,maintain robotic equipment,fuzzy_review:robotic equipment maintaining,68.0,9.68,56.34,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.j,skill,2.B.3.j,Equipment Maintenance,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/e1f09038-b493-4771-ae29-a2d3e7ea013a,skill,http://data.europa.eu/esco/skill/e1f09038-b493-4771-ae29-a2d3e7ea013a,document interviews,fuzzy_review:document interview,56.41,0.0,45.13,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.j,skill,2.B.3.j,Equipment Maintenance,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/94747ff4-603d-47d4-9780-bf53be41e190,skill,http://data.europa.eu/esco/skill/94747ff4-603d-47d4-9780-bf53be41e190,inspect industrial equipment,fuzzy_review:industrial equipment inspecting,53.85,4.0,43.88,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.c,skill,2.B.3.c,Equipment Selection,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/94747ff4-603d-47d4-9780-bf53be41e190,skill,http://data.europa.eu/esco/skill/94747ff4-603d-47d4-9780-bf53be41e190,inspect industrial equipment,fuzzy_review:industrial equipment inspecting,64.0,4.35,52.07,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.c,skill,2.B.3.c,Equipment Selection,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/acc74047-f59f-4935-afc0-45ec43b9b57a,skill,http://data.europa.eu/esco/skill/acc74047-f59f-4935-afc0-45ec43b9b57a,define part requirements,fuzzy_review:element specifications,63.41,0.0,50.73,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.c,skill,2.B.3.c,Equipment Selection,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775,skill,http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775,perform dimensionality reduction,fuzzy_review:data feature selection,63.41,0.0,50.73,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.d,skill,2.B.3.d,Installation,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/c330db31-7fa9-4a8c-8ad6-baa957bcfed1,skill,http://data.europa.eu/esco/skill/c330db31-7fa9-4a8c-8ad6-baa957bcfed1,install operating system,fuzzy_review:install OS,72.73,2.86,58.76,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.d,skill,2.B.3.d,Installation,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,skill,http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,implement a virtual private network,fuzzy_review:install a VPN,72.0,0.0,57.6,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.3.d,skill,2.B.3.d,Installation,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,skill,http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,implement a firewall,fuzzy_review:install a firewall,60.0,0.0,48.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.e,skill,2.B.1.e,Instructing,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/f0006418-17ee-4c38-af75-f5e1e35de64c,skill,http://data.europa.eu/esco/skill/f0006418-17ee-4c38-af75-f5e1e35de64c,build machines,fuzzy_review:construct machines,62.07,0.0,49.66,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.e,skill,2.B.1.e,Instructing,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,skill,http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,inspect data,fuzzy_review:inspecting data,61.54,0.0,49.23,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.e,skill,2.B.1.e,Instructing,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/db3c8181-31b4-4950-bf0b-de01f93c372b,skill,http://data.europa.eu/esco/skill/db3c8181-31b4-4950-bf0b-de01f93c372b,disassemble engines,fuzzy_review:deconstruct engines,60.0,0.0,48.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.4.e,skill,2.B.4.e,Judgment and Decision Making,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/8e0bfbba-6e9d-48e0-b152-2cc949e5022a,skill,http://data.europa.eu/esco/skill/8e0bfbba-6e9d-48e0-b152-2cc949e5022a,implement scientific decision making in healthcare,fuzzy_review:implement scientific decision-making,68.75,7.14,56.43,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.4.e,skill,2.B.4.e,Judgment and Decision Making,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/6195c5f7-a4fb-425d-a3dd-c4467c4471a3,skill,http://data.europa.eu/esco/skill/6195c5f7-a4fb-425d-a3dd-c4467c4471a3,deploy cloud resource,fuzzy_review:deployment and provisioning,65.45,0.0,52.36,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.4.e,skill,2.B.4.e,Judgment and Decision Making,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/87a708d8-a14d-42ce-8f03-c8a199f999d5,skill,http://data.europa.eu/esco/skill/87a708d8-a14d-42ce-8f03-c8a199f999d5,use clinical reasoning,fuzzy_review:utilise healthcare decision making,64.52,0.0,51.62,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.c,skill,2.A.2.c,Learning Strategies,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/13e2378e-0d10-450d-843a-b3592575826e,skill,http://data.europa.eu/esco/skill/13e2378e-0d10-450d-843a-b3592575826e,implement marketing strategies,fuzzy_review:utilise marketing strategies,76.6,4.17,62.11,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.c,skill,2.A.2.c,Learning Strategies,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/08fd2839-670c-4f16-8024-97437f2035ab,skill,http://data.europa.eu/esco/skill/08fd2839-670c-4f16-8024-97437f2035ab,plan marketing strategy,fuzzy_review:plan marketing strategies,77.27,0.0,61.82,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.c,skill,2.A.2.c,Learning Strategies,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/96d549bb-3e62-4c45-92a7-f114df089581,skill,http://data.europa.eu/esco/skill/96d549bb-3e62-4c45-92a7-f114df089581,analyse supply chain strategies,fuzzy_review:analyse supply chain strategies,64.0,0.0,51.2,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.5.b,skill,2.B.5.b,Management of Financial Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/3e28860e-f520-461d-8282-a32264c4f4a1,skill,http://data.europa.eu/esco/skill/3e28860e-f520-461d-8282-a32264c4f4a1,manage revenue,fuzzy_review:management of revenue,66.67,0.0,53.34,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.5.b,skill,2.B.5.b,Management of Financial Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428,skill,http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428,analyse market financial trends,fuzzy_review:analyse market financial trends,65.62,0.0,52.5,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.5.b,skill,2.B.5.b,Management of Financial Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2ac4b20b-bf0f-44e4-910e-090de3d4bbab,skill,http://data.europa.eu/esco/skill/2ac4b20b-bf0f-44e4-910e-090de3d4bbab,manage engine-room resources,fuzzy_review:manage engine-room resources,65.57,0.0,52.46,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.5.c,skill,2.B.5.c,Management of Material Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2ac4b20b-bf0f-44e4-910e-090de3d4bbab,skill,http://data.europa.eu/esco/skill/2ac4b20b-bf0f-44e4-910e-090de3d4bbab,manage engine-room resources,fuzzy_review:manage engine-room resources,70.0,0.0,56.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.5.c,skill,2.B.5.c,Management of Material Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/3e28860e-f520-461d-8282-a32264c4f4a1,skill,http://data.europa.eu/esco/skill/3e28860e-f520-461d-8282-a32264c4f4a1,manage revenue,fuzzy_review:management of revenue,67.92,0.0,54.34,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.5.c,skill,2.B.5.c,Management of Material Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/d2c81ad1-2439-43cf-9c63-204187b8f771,skill,http://data.europa.eu/esco/skill/d2c81ad1-2439-43cf-9c63-204187b8f771,mitigate waste of resources,fuzzy_review:effective use of waste resources,62.5,4.55,50.91,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.5.d,skill,2.B.5.d,Management of Personnel Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/3e28860e-f520-461d-8282-a32264c4f4a1,skill,http://data.europa.eu/esco/skill/3e28860e-f520-461d-8282-a32264c4f4a1,manage revenue,fuzzy_review:management of revenue,66.67,0.0,53.34,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.5.d,skill,2.B.5.d,Management of Personnel Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2ac4b20b-bf0f-44e4-910e-090de3d4bbab,skill,http://data.europa.eu/esco/skill/2ac4b20b-bf0f-44e4-910e-090de3d4bbab,manage engine-room resources,fuzzy_review:manage engine-room resources,65.57,0.0,52.46,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.5.d,skill,2.B.5.d,Management of Personnel Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/3ee090a1-9d1c-44ed-bd93-f6b7c9b68a97,skill,http://data.europa.eu/esco/skill/3ee090a1-9d1c-44ed-bd93-f6b7c9b68a97,manage payroll reports,fuzzy_review:manage payroll report,59.26,0.0,47.41,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.1.e,skill,2.A.1.e,Mathematics,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/e54dc9c5-0f7f-4503-9776-efff47902602,skill,http://data.europa.eu/esco/skill/e54dc9c5-0f7f-4503-9776-efff47902602,use techniques to increase patients' motivation,fuzzy_review:motivate patients,57.14,5.0,46.71,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.1.e,skill,2.A.1.e,Mathematics,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/953c0b65-537a-42fe-a90b-26cd36c64361,skill,http://data.europa.eu/esco/skill/953c0b65-537a-42fe-a90b-26cd36c64361,manage logistics,fuzzy_review:maintain logistics,55.17,0.0,44.14,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.1.e,skill,2.A.1.e,Mathematics,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,skill,http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,gather data,fuzzy_review:gather data,54.55,0.0,43.64,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.d,skill,2.A.2.d,Monitoring,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/4918ec9a-0204-4935-8b09-b0112370daa8,skill,http://data.europa.eu/esco/skill/4918ec9a-0204-4935-8b09-b0112370daa8,establish an Information Security Management System,fuzzy_review:monitor an ISMS,64.0,0.0,51.2,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.d,skill,2.A.2.d,Monitoring,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/6fce8d3f-a15f-4f26-943a-d200b32f6949,skill,http://data.europa.eu/esco/skill/6fce8d3f-a15f-4f26-943a-d200b32f6949,monitor company policy,fuzzy_review:company policy monitoring,57.14,5.88,46.89,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_essential_skills|2.A.2.d,skill,2.A.2.d,Monitoring,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/6c65bbce-15ce-447e-9666-0fe928f5588c,skill,http://data.europa.eu/esco/skill/6c65bbce-15ce-447e-9666-0fe928f5588c,test mechatronic units,fuzzy_review:mechatronic unit monitoring,54.05,7.41,44.72,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.d,skill,2.B.1.d,Negotiation,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/59a8086b-59b3-4e88-9341-21d7fb693b89,skill,http://data.europa.eu/esco/skill/59a8086b-59b3-4e88-9341-21d7fb693b89,moderate in negotiations,fuzzy_review:balance negotiations,70.97,0.0,56.78,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_transferable_skills|2.B.1.d,skill,2.B.1.d,Negotiation,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/a9bf8565-8a09-4118-9922-932d65a79d69,skill,http://data.europa.eu/esco/skill/a9bf8565-8a09-4118-9922-932d65a79d69,manage localisation,fuzzy_review:manage localisation,60.0,0.0,48.0,pending,Fuzzy candidate only. Do not merge without manual review.
