left_source,left_source_key,left_concept_type,left_external_id,left_name,right_source,right_source_key,right_concept_type,right_external_id,right_name,match_basis,name_similarity,description_overlap,ranking_score,review_status,review_reason
O*NET Database,O*NET Database|onet_knowledge|2.C.3.a,knowledge,2.C.3.a,Computers and Electronics,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/4b164a27-849f-4be2-ae79-d26a4969b677,knowledge,http://data.europa.eu/esco/skill/4b164a27-849f-4be2-ae79-d26a4969b677,microelectronics,fuzzy_review:micro-electronics,66.67,4.17,54.17,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.e,knowledge,2.C.1.e,Customer and Personal Service,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc,knowledge,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc,customer service,fuzzy_review:customer service,71.11,23.08,61.5,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.e,knowledge,2.C.1.e,Customer and Personal Service,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98,knowledge,http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98,service-oriented modelling,fuzzy_review:Software as a service,60.0,2.7,48.54,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.e,knowledge,2.C.1.e,Customer and Personal Service,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/136e0cab-0b19-48f7-9086-745d615f416b,knowledge,http://data.europa.eu/esco/skill/136e0cab-0b19-48f7-9086-745d615f416b,customer segmentation,fuzzy_review:customer segmentation process,58.62,0.0,46.9,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.3.c,knowledge,2.C.3.c,Design,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73,knowledge,http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73,3D modelling,fuzzy_review:3D designing,66.67,0.0,53.34,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.3.c,knowledge,2.C.3.c,Design,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/3eb03076-6fb4-48a1-8b36-36b5a5031ead,knowledge,http://data.europa.eu/esco/skill/3eb03076-6fb4-48a1-8b36-36b5a5031ead,bridge engineering,fuzzy_review:bridge design,63.16,7.41,52.01,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.3.c,knowledge,2.C.3.c,Design,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,knowledge,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,graphic design,fuzzy_review:visual design,63.16,5.56,51.64,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.c,knowledge,2.C.1.c,Economics and Accounting,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/880c54f9-866e-4f37-b5fa-25ef8a7d49b6,knowledge,http://data.europa.eu/esco/skill/880c54f9-866e-4f37-b5fa-25ef8a7d49b6,accounting techniques,fuzzy_review:techniques of accounting,70.83,10.53,58.77,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.c,knowledge,2.C.1.c,Economics and Accounting,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,knowledge,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,computer technology,fuzzy_review:technology in computing,55.32,4.17,45.09,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.c,knowledge,2.C.1.c,Economics and Accounting,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/8efa6a7a-6556-4cb8-908d-59d3b5c58d2f,knowledge,http://data.europa.eu/esco/skill/8efa6a7a-6556-4cb8-908d-59d3b5c58d2f,cloud monitoring and reporting,fuzzy_review:cloud monitoring and reporting,55.56,0.0,44.45,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.6,knowledge,2.C.6,Education and Training,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,knowledge,http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,production processes,fuzzy_review:production handling,68.29,0.0,54.63,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.6,knowledge,2.C.6,Education and Training,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/436b8f31-1a12-408a-be5f-a951942fbf92,knowledge,http://data.europa.eu/esco/skill/436b8f31-1a12-408a-be5f-a951942fbf92,simulation-based clinical education,fuzzy_review:scenario training,66.67,0.0,53.34,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.6,knowledge,2.C.6,Education and Training,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/11cbcf7f-8dc3-4c9a-9ec1-37f51b5cbc19,knowledge,http://data.europa.eu/esco/skill/11cbcf7f-8dc3-4c9a-9ec1-37f51b5cbc19,international trade,fuzzy_review:international trading,65.12,0.0,52.1,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.3.b,knowledge,2.C.3.b,Engineering and Technology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/72a74f69-5cf1-43c5-99b9-62a444578919,knowledge,http://data.europa.eu/esco/skill/72a74f69-5cf1-43c5-99b9-62a444578919,engineering processes,fuzzy_review:engineering strategy,73.91,4.35,60.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.3.b,knowledge,2.C.3.b,Engineering and Technology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/9c071f1d-eac3-449d-b004-c14775b5a3b9,knowledge,http://data.europa.eu/esco/skill/9c071f1d-eac3-449d-b004-c14775b5a3b9,mechanical engineering,fuzzy_review:engineering of mechanisms,66.67,14.29,56.19,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.3.b,knowledge,2.C.3.b,Engineering and Technology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/54804209-6aac-4ca4-bf3c-aef4fbe18f8c,knowledge,http://data.europa.eu/esco/skill/54804209-6aac-4ca4-bf3c-aef4fbe18f8c,principles of mechanical engineering,fuzzy_review:engineering in mechanical systems,67.8,9.09,56.06,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.a,knowledge,2.C.7.a,English Language,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,knowledge,http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,LESS,fuzzy_review:LESS language,75.86,6.25,61.94,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.a,knowledge,2.C.7.a,English Language,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,knowledge,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS language,fuzzy_review:SAS language,71.43,0.0,57.14,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.a,knowledge,2.C.7.a,English Language,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,knowledge,http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,medical terminology,fuzzy_review:medical language,68.75,4.55,55.91,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.c,knowledge,2.C.7.c,Fine Arts,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/750f86d2-18be-4015-84b1-d4a26d9b2d88,knowledge,http://data.europa.eu/esco/skill/750f86d2-18be-4015-84b1-d4a26d9b2d88,online ads campaign techniques,fuzzy_review:online ads,63.16,4.76,51.48,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.c,knowledge,2.C.7.c,Fine Arts,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2fea2558-630e-480d-9e12-47a05bc19b55,knowledge,http://data.europa.eu/esco/skill/2fea2558-630e-480d-9e12-47a05bc19b55,precision mechanics,fuzzy_review:fine mechanics,60.87,0.0,48.7,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.c,knowledge,2.C.7.c,Fine Arts,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/56a46b02-ab98-4603-8816-c9daff1a119a,knowledge,http://data.europa.eu/esco/skill/56a46b02-ab98-4603-8816-c9daff1a119a,kinetics,fuzzy_review:kinetics,58.82,0.0,47.06,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.2.b,knowledge,2.C.2.b,Food Production,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/a507f45d-0894-4803-b1cd-9ca7f15c9299,knowledge,http://data.europa.eu/esco/skill/a507f45d-0894-4803-b1cd-9ca7f15c9299,printed goods processes,fuzzy_review:printed goods production,71.79,0.0,57.43,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.2.b,knowledge,2.C.2.b,Food Production,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,knowledge,http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,film production process,fuzzy_review:film production method,64.86,0.0,51.89,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.2.b,knowledge,2.C.2.b,Food Production,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,knowledge,http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,production processes,fuzzy_review:a production process,62.86,4.76,51.24,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.b,knowledge,2.C.7.b,Foreign Language,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,knowledge,http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,LESS,fuzzy_review:LESS language,68.97,5.71,56.32,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.b,knowledge,2.C.7.b,Foreign Language,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,knowledge,http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,medical terminology,fuzzy_review:medical language,68.75,4.0,55.8,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.b,knowledge,2.C.7.b,Foreign Language,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/11cbcf7f-8dc3-4c9a-9ec1-37f51b5cbc19,knowledge,http://data.europa.eu/esco/skill/11cbcf7f-8dc3-4c9a-9ec1-37f51b5cbc19,international trade,fuzzy_review:foreign trade,68.97,0.0,55.18,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.g,knowledge,2.C.4.g,Geography,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/c94dd931-f568-48e2-9a1c-922f1ce21f67,knowledge,http://data.europa.eu/esco/skill/c94dd931-f568-48e2-9a1c-922f1ce21f67,demography,fuzzy_review:demography,84.21,6.06,68.58,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.g,knowledge,2.C.4.g,Geography,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/790a335b-2005-4b8a-b6fe-47ff7701ebb7,knowledge,http://data.europa.eu/esco/skill/790a335b-2005-4b8a-b6fe-47ff7701ebb7,topography,fuzzy_review:topography,73.68,6.67,60.28,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.g,knowledge,2.C.4.g,Geography,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2dfa5bd5-c87c-461c-bce9-69b2c58732bd,knowledge,http://data.europa.eu/esco/skill/2dfa5bd5-c87c-461c-bce9-69b2c58732bd,cartography,fuzzy_review:cartography,70.0,0.0,56.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.d,knowledge,2.C.7.d,History and Archeology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/6fa0f0de-5630-4a08-a042-a2e07de9208e,knowledge,http://data.europa.eu/esco/skill/6fa0f0de-5630-4a08-a042-a2e07de9208e,obstetrics and gynaecology,fuzzy_review:obstetrics and gynaecology,62.5,0.0,50.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.d,knowledge,2.C.7.d,History and Archeology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/60c544c9-0815-479c-bcec-93c7891815ea,knowledge,http://data.europa.eu/esco/skill/60c544c9-0815-479c-bcec-93c7891815ea,pharmacology,fuzzy_review:study of pharmacology,60.47,0.0,48.38,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.d,knowledge,2.C.7.d,History and Archeology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/a8da58c7-42fc-4fd6-b25a-b06b74c00179,knowledge,http://data.europa.eu/esco/skill/a8da58c7-42fc-4fd6-b25a-b06b74c00179,nanotechnology,fuzzy_review:field of nano-technology,56.52,0.0,45.22,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.8.b,knowledge,2.C.8.b,Law and Government,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/f150e743-1313-48e5-9948-4179a3c7ad95,knowledge,http://data.europa.eu/esco/skill/f150e743-1313-48e5-9948-4179a3c7ad95,movement techniques,fuzzy_review:ways of movement,58.82,0.0,47.06,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.8.b,knowledge,2.C.8.b,Law and Government,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba,knowledge,http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba,human resource management,fuzzy_review:HR management,58.06,0.0,46.45,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.8.b,knowledge,2.C.8.b,Law and Government,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/750f86d2-18be-4015-84b1-d4a26d9b2d88,knowledge,http://data.europa.eu/esco/skill/750f86d2-18be-4015-84b1-d4a26d9b2d88,online ads campaign techniques,fuzzy_review:online advertisement,57.89,0.0,46.31,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.a,knowledge,2.C.4.a,Mathematics,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/6db3ac8e-8636-4ced-965b-75e35c3193c3,knowledge,http://data.europa.eu/esco/skill/6db3ac8e-8636-4ced-965b-75e35c3193c3,aesthetics,fuzzy_review:aesthetics,76.19,0.0,60.95,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.a,knowledge,2.C.4.a,Mathematics,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/d1072655-88ce-4445-8803-e6273da273e7,knowledge,http://data.europa.eu/esco/skill/d1072655-88ce-4445-8803-e6273da273e7,blueprints,fuzzy_review:schematics,76.19,0.0,60.95,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.a,knowledge,2.C.4.a,Mathematics,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/023f4870-b417-4bd2-b0ae-78e61587c79f,knowledge,http://data.europa.eu/esco/skill/023f4870-b417-4bd2-b0ae-78e61587c79f,geomatics,fuzzy_review:geomatics,70.0,0.0,56.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.3.e,knowledge,2.C.3.e,Mechanical,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,knowledge,http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,mechanics,fuzzy_review:mechanics,84.21,0.0,67.37,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.3.e,knowledge,2.C.3.e,Mechanical,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/8a06c621-adfe-41df-8fe9-6b33f1ea3f0a,knowledge,http://data.europa.eu/esco/skill/8a06c621-adfe-41df-8fe9-6b33f1ea3f0a,biomechanics,fuzzy_review:biomechanics,72.73,0.0,58.18,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.3.e,knowledge,2.C.3.e,Mechanical,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/d88cb3f1-8e02-4618-bf32-4b0488066934,knowledge,http://data.europa.eu/esco/skill/d88cb3f1-8e02-4618-bf32-4b0488066934,mechatronics,fuzzy_review:mechatronics,72.73,0.0,58.18,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.5.a,knowledge,2.C.5.a,Medicine and Dentistry,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2d6904db-9e16-42a5-bc12-c5acb8bfab18,knowledge,http://data.europa.eu/esco/skill/2d6904db-9e16-42a5-bc12-c5acb8bfab18,safe management of medicines,fuzzy_review:medicine management methods,61.22,0.0,48.98,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.5.a,knowledge,2.C.5.a,Medicine and Dentistry,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/cde9911c-f92e-4de1-811f-336e177ac4ce,knowledge,http://data.europa.eu/esco/skill/cde9911c-f92e-4de1-811f-336e177ac4ce,chemistry,fuzzy_review:science of chemistry,57.14,7.69,47.25,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.5.a,knowledge,2.C.5.a,Medicine and Dentistry,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,knowledge,http://data.europa.eu/esco/skill/2806260f-6399-4add-8f11-070141423f9d,medical terminology,fuzzy_review:medical terms and abbreviations,56.6,0.0,45.28,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.f,knowledge,2.C.1.f,Personnel and Human Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/88b406d0-72e2-4087-be19-d5992d259473,knowledge,http://data.europa.eu/esco/skill/88b406d0-72e2-4087-be19-d5992d259473,personnel management,fuzzy_review:personnel management,61.22,9.68,50.91,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.f,knowledge,2.C.1.f,Personnel and Human Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/c6e308b4-8799-4461-a9bd-560bdecb0dbb,knowledge,http://data.europa.eu/esco/skill/c6e308b4-8799-4461-a9bd-560bdecb0dbb,human resources department processes,fuzzy_review:human resources processes,55.56,6.45,45.74,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.f,knowledge,2.C.1.f,Personnel and Human Resources,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba,knowledge,http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba,human resource management,fuzzy_review:human resource control,54.9,4.76,44.87,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.e,knowledge,2.C.7.e,Philosophy and Theology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/a8da58c7-42fc-4fd6-b25a-b06b74c00179,knowledge,http://data.europa.eu/esco/skill/a8da58c7-42fc-4fd6-b25a-b06b74c00179,nanotechnology,fuzzy_review:field of nano-technology,59.57,0.0,47.66,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.e,knowledge,2.C.7.e,Philosophy and Theology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/db8a9ba7-96ad-4c53-b552-d4f1570dfefb,knowledge,http://data.europa.eu/esco/skill/db8a9ba7-96ad-4c53-b552-d4f1570dfefb,pathology,fuzzy_review:pathology,56.25,0.0,45.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.7.e,knowledge,2.C.7.e,Philosophy and Theology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/61bef658-d7f9-4759-b1b0-0f9cb3bc581a,knowledge,http://data.europa.eu/esco/skill/61bef658-d7f9-4759-b1b0-0f9cb3bc581a,biotechnology,fuzzy_review:bio-technology,54.05,2.94,43.83,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.b,knowledge,2.C.4.b,Physics,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/82fc3feb-752b-4d49-803d-c08a717917aa,knowledge,http://data.europa.eu/esco/skill/82fc3feb-752b-4d49-803d-c08a717917aa,geophysics,fuzzy_review:geophysics,82.35,2.33,66.35,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.b,knowledge,2.C.4.b,Physics,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/af5e7f45-325f-4424-8724-5692d62caada,knowledge,http://data.europa.eu/esco/skill/af5e7f45-325f-4424-8724-5692d62caada,physical medicine,fuzzy_review:physiatry,62.5,5.41,51.08,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.b,knowledge,2.C.4.b,Physics,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/cef5c0f8-1e40-4c09-b6a7-aa7811849e5d,knowledge,http://data.europa.eu/esco/skill/cef5c0f8-1e40-4c09-b6a7-aa7811849e5d,ethics,fuzzy_review:ethics,61.54,0.0,49.23,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.2.a,knowledge,2.C.2.a,Production and Processing,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,knowledge,http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,production processes,fuzzy_review:production process,83.72,23.53,71.68,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.2.a,knowledge,2.C.2.a,Production and Processing,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/6078e099-7696-44a5-b3c1-452b9abe886a,knowledge,http://data.europa.eu/esco/skill/6078e099-7696-44a5-b3c1-452b9abe886a,production engineering,fuzzy_review:production process engineering,76.36,3.57,61.8,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.2.a,knowledge,2.C.2.a,Production and Processing,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,knowledge,http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,film production process,fuzzy_review:film production process,75.0,0.0,60.0,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.e,knowledge,2.C.4.e,Psychology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/e40d5ab6-957c-414f-9a6f-5e4c6208420f,knowledge,http://data.europa.eu/esco/skill/e40d5ab6-957c-414f-9a6f-5e4c6208420f,neuropsychology,fuzzy_review:neuropsychology,80.0,7.14,65.43,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.e,knowledge,2.C.4.e,Psychology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/8881a9c2-bd07-4954-bf27-c1f8acca9af0,knowledge,http://data.europa.eu/esco/skill/8881a9c2-bd07-4954-bf27-c1f8acca9af0,sociology,fuzzy_review:sociology,73.68,3.23,59.59,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.4.e,knowledge,2.C.4.e,Psychology,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/db8a9ba7-96ad-4c53-b552-d4f1570dfefb,knowledge,http://data.europa.eu/esco/skill/db8a9ba7-96ad-4c53-b552-d4f1570dfefb,pathology,fuzzy_review:pathology,73.68,0.0,58.94,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.8.a,knowledge,2.C.8.a,Public Safety and Security,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44,knowledge,http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44,cyber security,fuzzy_review:ICT security,63.16,2.7,51.07,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.8.a,knowledge,2.C.8.a,Public Safety and Security,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,knowledge,http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,cloud security and compliance,fuzzy_review:cloud security,55.0,3.33,44.67,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.8.a,knowledge,2.C.8.a,Public Safety and Security,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/902fb91c-3113-4004-9b4f-79aa86b638b7,knowledge,http://data.europa.eu/esco/skill/902fb91c-3113-4004-9b4f-79aa86b638b7,web application security threats,fuzzy_review:web application security threats,55.17,0.0,44.14,pending,Fuzzy candidate only. Do not merge without manual review.
O*NET Database,O*NET Database|onet_knowledge|2.C.1.d,knowledge,2.C.1.d,Sales and Marketing,ESCO,ESCO|esco_skills|http://data.europa.eu/esco/skill/ef069fe6-305b-4452-8f7d-0c572e98effc,knowledge,http://data.europa.eu/esco/skill/ef069fe6-305b-4452-8f7d-0c572e98effc,mobile marketing,fuzzy_review:wireless marketing,70.27,7.5,57.72,pending,Fuzzy candidate only. Do not merge without manual review.
