source_key,dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,reason
ESCO|esco_skills|http://data.europa.eu/esco/skill/4f7b14d8-f09c-49f7-abae-231e8c210e07,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/4f7b14d8-f09c-49f7-abae-231e8c210e07,general medicine,cross-sector,General medicine is a medical specialty mentioned in the EU Directive 2005/36/EC.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/73777be0-65f2-48b6-a9a7-50066ee521bd,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/73777be0-65f2-48b6-a9a7-50066ee521bd,geochemistry,cross-sector,The scientific discipline that studies the presence and distribution of chemical elements in the geological systems of Earth.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/7d4e4636-f136-46f6-ae23-2a7639d6b861,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/7d4e4636-f136-46f6-ae23-2a7639d6b861,geodesy,cross-sector,"The scientific discipline that combines applied mathematics and earth sciences in order to measure and represent the Earth. It studies phenomena such as gravitational fields, polar motion, and tides.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,geology,cross-sector,"Solid earth, rock types, structures and the processes by which they are altered.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/023f4870-b417-4bd2-b0ae-78e61587c79f,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/023f4870-b417-4bd2-b0ae-78e61587c79f,geomatics,cross-sector,"The scientific discipline that studies gathering, storing, and processing geographic information.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/82fc3feb-752b-4d49-803d-c08a717917aa,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/82fc3feb-752b-4d49-803d-c08a717917aa,geophysics,cross-sector,"The scientific field that deals with the physical processes and properties of, and spatial environment surrounding Earth. Geophysics also deals with the quantitative analysis of phenomena such as magnetic fields, the internal structure of Earth, and its hydrological cycle.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/52c19dc8-651f-4095-98fe-dcb2799d702e,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/52c19dc8-651f-4095-98fe-dcb2799d702e,geriatrics,cross-sector,Geriatrics is a medical specialty mentioned in the EU Directive 2005/36/EC.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/4a466c62-db7d-4905-9a41-f23214810acb,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/4a466c62-db7d-4905-9a41-f23214810acb,GIMP (graphics editor software),sector-specific,The computer program GIMP is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by The GIMP Development Team.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/2be699a7-416a-4f32-967c-4edc65027b71,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/2be699a7-416a-4f32-967c-4edc65027b71,government policy implementation,cross-sector,The procedures related to the application of government policies at all levels of public administration.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b,graphic design,cross-sector,The techniques to create a visual representation of ideas and messages.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,graphics editor software,sector-specific,"The field of graphical ICT tools which enable digital editing and composition of graphics, such as GIMP, Adobe Photoshop and Adobe Illustrator, to develop both 2D raster or 2D vector graphics.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/97902800-f9e0-4a73-8826-6cc42f874a18,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/97902800-f9e0-4a73-8826-6cc42f874a18,green logistics,cross-sector,The approaches and activities aimed at minimising the ecological impact of logistics activities.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,Groovy,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Groovy.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/e46291c7-52b9-4174-bd59-178884861038,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/e46291c7-52b9-4174-bd59-178884861038,Hadoop,sector-specific,"The open-source data storing, analysis and processing framework which consists mainly in the MapReduce and Hadoop distributed file system (HDFS) components and it is used to provide support for managing and analysing large datasets.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/4b51e76e-9e8a-455f-a289-5b48246345c4,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/4b51e76e-9e8a-455f-a289-5b48246345c4,hardware components,cross-sector,"The essential components that make up a hardware system, such as liquid-crystal displays (LCD), camera sensors, microprocessors, memories, modems, batteries and their interconnections.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/61d6ef20-6cc7-40f8-919e-3360db6cf2b3,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/61d6ef20-6cc7-40f8-919e-3360db6cf2b3,hardware materials,sector-specific,"The characteristics, applications and environmental effects of materials used to develop hardware.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,Haskell,sector-specific,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Haskell.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/1709f408-9965-489b-9805-8e1e5d9e483b,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/1709f408-9965-489b-9805-8e1e5d9e483b,health care legislation,cross-sector,The patients` rights and responsibilities of health practitioners and the possible repercussions and prosecutions in relation to medical treatment negligence or malpractice.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/33c01497-8264-4773-81dd-6096ad512f02,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/33c01497-8264-4773-81dd-6096ad512f02,health care occupation-specific ethics,cross-sector,"The moral standards and procedures, ethical questions and obligations specific to occupations in a health care setting such as respect for human dignity, self-determination, informed consent and patient confidentiality.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/9b63d92b-5a3a-46b0-b2ba-c98b39ea5aaf,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/9b63d92b-5a3a-46b0-b2ba-c98b39ea5aaf,health care system,cross-sector,The structure and function of health care services.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/5d7890d5-d229-4b79-a5da-6819e38a52b6,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/5d7890d5-d229-4b79-a5da-6819e38a52b6,health records management,sector-specific,"The procedures and importance of record keeping in a healthcare system such as hospitals or clinics, the information systems used to keep and process records and how to achieve maximum accuracy of records.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/6ec33857-420a-411b-a313-e8946de36357,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/6ec33857-420a-411b-a313-e8946de36357,healthcare administration,sector-specific,"The administration procedures of a healthcare facility to keep it operational. It involves leadership roles, regulatory compliance and the efficiency in the processes of the facility.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a1eef0f4-133f-464a-a8f1-68fe3e8cc1b4,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/a1eef0f4-133f-464a-a8f1-68fe3e8cc1b4,healthcare analytics,sector-specific,"The use of qualitative and quantitative methods to analyse patterns in healthcare data to the aim of improving healthcare administration, quality in patient care and diseases diagnosis.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/9ec4252d-cbe8-4134-88fa-549dee1883f3,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/9ec4252d-cbe8-4134-88fa-549dee1883f3,human anatomy,cross-sector,"The dynamic relationship of human structure and function and the muscosceletal, cardiovascular, respiratory, digestive, endocrine, urinary, reproductive, integumentary and nervous systems; normal and altered anatomy and physiology throughout the human lifespan.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/51e53aff-6f8a-42ca-9cb9-47335130f4d7,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/51e53aff-6f8a-42ca-9cb9-47335130f4d7,human physiology,cross-sector,The science that studies the human organs and its interactions and mechanisms.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/e437eba1-3e22-41f2-8703-741e94785cba,human resource management,cross-sector,The function in an organisation concerned with the recruitment of employees and the optimisation of employee performance.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/c6e308b4-8799-4461-a9bd-560bdecb0dbb,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/c6e308b4-8799-4461-a9bd-560bdecb0dbb,human resources department processes,cross-sector,"The different processes, duties, jargon, role in an organisation, and other specificities of the human resources department within an organisation such as recruitment, pension systems, and personnel development programs.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,human-computer interaction,sector-specific,The study of the behaviour and interaction between digital devices and human beings.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a2b566b0-1070-47a4-adc8-88839942ce25,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/a2b566b0-1070-47a4-adc8-88839942ce25,hybrid control systems,cross-sector,Control systems containing both subsystems with continuous dynamics as well as subsystems with discrete dynamics.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/67a118f4-8a5f-48f7-8e5f-de34b9ca2c37,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/67a118f4-8a5f-48f7-8e5f-de34b9ca2c37,hybrid model,sector-specific,"The hybrid model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/68e66ed6-a171-4350-8ec1-2cfc4cae50e4,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/68e66ed6-a171-4350-8ec1-2cfc4cae50e4,hydraulics,cross-sector,The power transmission systems that use the force of flowing liquids to transmit power.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/8ceaad7f-1d37-41e6-a1fe-4ab9707a959b,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/8ceaad7f-1d37-41e6-a1fe-4ab9707a959b,hydrotherapy,sector-specific,The practice used to treat diseases or maintain overall health using water.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,hygiene in a health care setting,cross-sector,The procedures related to maintaining a hygienic environment within a health care setting such as hospitals and clinics. It can range from hand washing to cleaning and disinfection of medical equipment used and infection control methods.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/84251cb1-babf-4d17-a3cd-baa642c24c8d,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/84251cb1-babf-4d17-a3cd-baa642c24c8d,IBM Informix,sector-specific,"The computer program IBM Informix is a tool for creating, updating and managing databases, developed by the software company IBM.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a4e31589-3632-4926-91d0-15b889c90b9b,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/a4e31589-3632-4926-91d0-15b889c90b9b,IBM WebSphere,sector-specific,The application server IBM WebSphere provides flexible and secure Java EE runtime environments to support application infrastructure and deployments.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/3e23db60-0c3d-498a-a6ac-ffbed0ecb033,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/3e23db60-0c3d-498a-a6ac-ffbed0ecb033,ICT accessibility standards,sector-specific,"The recommendations for making ICT content and applications more accessible to a wider range of people, mostly with disabilities, such as blindness and low vision, deafness and hearing loss and cognitive limitations. It includes standards such as Web Content Accessibility Guidelines (WCAG).",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b,ICT communications protocols,sector-specific,The system of rules which allow the exchange of information between computers or other devices via computer networks.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/6014921e-1d25-4039-adc2-04852d61880e,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/6014921e-1d25-4039-adc2-04852d61880e,ICT debugging tools,sector-specific,"The ICT tools used to test and debug programs and software code, such as GNU Debugger (GDB), Intel Debugger (IDB), Microsoft Visual Studio Debugger, Valgrind and WinDbg.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/d32db06e-bd06-4415-a7ab-1b0ee68caa9a,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/d32db06e-bd06-4415-a7ab-1b0ee68caa9a,ICT encryption,sector-specific,"The conversion of electronic data into a format which is readable only by authorized parties which use key encryption techniques, such as Public Key Infrastructure (PKI) and Secure Socket Layer (SSL).",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/e5609f89-0daf-40bb-bd6b-94f5d7498131,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/e5609f89-0daf-40bb-bd6b-94f5d7498131,ICT market,sector-specific,"The processes, stakeholders and the dynamics of the chain of goods and services in the ICT market sector.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/2ddb1226-1117-4eb4-ae65-3a2f5a5a3c80,ICT network security risks,sector-specific,"The security risk factors, such as hardware and software components, devices, interfaces and policies in ICT networks, risk assessment techniques that can be applied to assess the severity and the consequences of security threats and contingency plans for each security risk factor.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/ed39edd3-44d0-4a16-9796-bfb99f92baf3,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/ed39edd3-44d0-4a16-9796-bfb99f92baf3,ICT performance analysis methods,sector-specific,"The methods used to analyse software, ICT system and network performance which provide guidance to root causes of issues within information systems. The methods can analyse resource bottlenecks, application times, wait latencies and benchmarking results.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a3ce2bf7-5562-4639-9b52-fdb4850a3904,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/a3ce2bf7-5562-4639-9b52-fdb4850a3904,ICT problem management techniques,sector-specific,The techniques related to identifying the solutions of the root cause of ICT incidents.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/fafe0b9d-dbd9-46bd-b770-26299539ce66,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/fafe0b9d-dbd9-46bd-b770-26299539ce66,ICT process quality models,sector-specific,"The quality models for ICT services which address the maturity of the processes, the adoption of recommended practices and their definition and institutionalisation that allow the organisation to reliably and sustainably produce required outcomes. It includes models in a lot of ICT areas.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,ICT project management,sector-specific,"The methodologies for the planning, implementation, review and follow-up of ICT projects, such as the development, integration, modification and sales of ICT products and services, as well as projects relating technological innovation in the field of ICT.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,ICT project management methodologies,sector-specific,"The methodologies or models for planning, managing and overseeing of ICT resources in order to meet specific goals, such methodologies are Waterfall, Incremental, V-Model, Scrum or Agile and using project management ICT tools.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/3be6b84a-fa78-42b9-a8df-150cdb40b9d7,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/3be6b84a-fa78-42b9-a8df-150cdb40b9d7,ICT quality policy,sector-specific,"The quality policy of the organisation and its objectives, the acceptable level of quality and the techniques to measure it, its legal aspects and the duties of specific departments to ensure quality.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/c9e96450-421d-48af-9ee6-d9c50e29afc2,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/c9e96450-421d-48af-9ee6-d9c50e29afc2,ICT recovery techniques,sector-specific,"The techniques for recovering hardware or software components and data, after failure, corruption or damage.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42,ICT security legislation,sector-specific,"The set of legislative rules that safeguards information technology, ICT networks and computer systems and legal consequences which result from their misuse. Regulated measures include firewalls, intrusion detection, anti-virus software and encryption.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f,ICT security standards,sector-specific,"Best practices and guidelines established for securing information and communication technology (ICT) systems and data. Standards as is the case of ISO 27000 series, provide a framework for implementing effective security controls, including access control, risk assessment and incident management, as well as to provide compliance of anorganisation.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,ICT software specifications,sector-specific,"The characteristics, use and operations of various software products such as computer programmes and application software.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/6fa1c2c0-a012-4ca0-9642-e01569ba322c,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/6fa1c2c0-a012-4ca0-9642-e01569ba322c,ICT system integration,sector-specific,"The principles of integrating ICT components and products from a number of sources to create an operational ICT system, techniques which ensure interoperability and interfaces between components and the system.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/b105ec9b-0857-41d6-8d07-a83e58b73d90,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/b105ec9b-0857-41d6-8d07-a83e58b73d90,ICT system programming,sector-specific,"The methods and tools required to develop system software, specifications of system architectures and interfacing techniques between network and system modules and components.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/ca73ac82-867a-4afa-9732-834aebe896ff,ICT system user requirements,sector-specific,"The process intended to match user and organisation's needs with system components and services, by taking into consideration the available technologies and the techniques required to elicit and specify requirements, interrogating users to establish symptoms of problem and analysing symptoms.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213,image recognition,cross-sector,"A process designed to detect and identify a feature or object in an image or video. This process is used in medical imaging, security surveillance or defect detection, among other fields. Key technique for a wide range of applications such as automated driving, image classification, or visual inspection.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/27a638bc-6362-45f8-afce-5596a606269b,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/27a638bc-6362-45f8-afce-5596a606269b,impact of social contexts on health,cross-sector,"The social and cultural contexts of individuals` behaviours, and the impact on their health within their social and cultural context.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,incremental development,sector-specific,The incremental development model is a methodology to design software systems and applications.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a1816dfd-dbdc-4499-bef3-ff81dd895b33,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/a1816dfd-dbdc-4499-bef3-ff81dd895b33,industrial engineering,cross-sector,"The field of engineering concerned with the development, improvement, and implementation of complex processes and systems of knowledge, people, equipment, etc.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/ec6df9cb-be92-4027-80fa-83b70aabce58,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/ec6df9cb-be92-4027-80fa-83b70aabce58,industrial research and development,cross-sector,The set of activities that companies carry out to do industrial innovation and introduce new engineering products and services or new industrial production processes.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a125a4c2-3b0a-4996-9a63-57043d4d9159,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/a125a4c2-3b0a-4996-9a63-57043d4d9159,industrial tools,sector-specific,"The tools and equipment used for industrial purposes, both power and hand tools, and their various uses.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/6d13053b-ee35-492c-8976-8178420df398,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/6d13053b-ee35-492c-8976-8178420df398,infection control,cross-sector,The routes of transmission and methods of preventing spread of common and important infecting organisms together with the methods available for sterilisation and disinfection of pathogenic organisms in the prevention of infection.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/1bba98a7-92b9-450b-9235-e0c905f8f3c4,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/1bba98a7-92b9-450b-9235-e0c905f8f3c4,information architecture,sector-specific,"The methods through which information is generated, structured, stored, maintained, linked, exchanged and used.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,information categorisation,sector-specific,The process of classifying the information into categories and showing relationships between the data for some clearly defined purposes.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db,information confidentiality,sector-specific,"The mechanisms and regulations which allow for selective access control and guarantee that only authorised parties (people, processes, systems and devices) have access to data, the way to comply with confidential information and the risks of non-compliance.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/696e3b5b-8b61-45af-ae4c-3ab700f197ec,information extraction,sector-specific,The techniques and methods used for eliciting and extracting information from unstructured or semi-structured digital documents and sources.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/11eebd42-44ab-401d-8a2c-bdb9fc9beb50,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/11eebd42-44ab-401d-8a2c-bdb9fc9beb50,information security strategy,sector-specific,"The plan defined by a company which sets the information security objectives and measures to mitigate risks, define control objectives, establish metrics and benchmarks while complying with legal, internal and contractual requirements.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,sector-specific,"The type of infrastructure which defines the format of data: semi-structured, unstructured and structured.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/bc7a6b88-a279-4b6e-ac5e-21666bc51dae,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/bc7a6b88-a279-4b6e-ac5e-21666bc51dae,innovation in nursing,cross-sector,The methods and tools used to bring about innovative changes and quality improvement in the nursing field.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,innovation processes,sector-specific,"The techniques, models, methods and strategies which contribute to the promotion of steps towards innovation.",No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/91003b4a-f2aa-4472-a9c1-4597abb518f2,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/91003b4a-f2aa-4472-a9c1-4597abb518f2,insolvency law,cross-sector,The legal rules regulating the incapacity to pay debts when they fall due.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/b7b381f5-7de2-4f91-9a8f-524041cb47d9,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/b7b381f5-7de2-4f91-9a8f-524041cb47d9,instrumentation engineering,cross-sector,The science and engineering discipline that attempts to control process variables of production and manufacturing. It also focuses on the design of systems with desired behaviours. These systems use sensors to measure the output performance of the device that is being controlled.,No approved automatic normalization match.
ESCO|esco_skills|http://data.europa.eu/esco/skill/16c8eade-5c2b-4c9c-a60d-6799dbc758a3,ESCO,1.2.1,knowledge,esco_skills,http://data.europa.eu/esco/skill/16c8eade-5c2b-4c9c-a60d-6799dbc758a3,instrumentation equipment,cross-sector,"The equipment and instruments used for the monitoring and controlling of processes, such as valves, regulators, circuit breakers, and relays.",No approved automatic normalization match.
